size,bedrooms,age,price
264,5,91,607304
50,2,67,123191
200,4,50,475144
39,3,87,119731
211,6,38,554539
286,3,7,642643
228,1,71,451781
145,2,43,325672
100,1,93,190324
296,6,78,708252
243,2,73,501805
248,3,77,540990
259,5,16,633375
100,5,69,294029
100,3,88,246964
99,4,98,253556
110,3,8,300062
90,2,40,208768
45,3,52,147675
185,4,95,430971
107,2,13,253110
124,1,97,232944
148,5,29,406966
43,3,10,162617
98,5,77,295560
221,2,49,478503
272,2,20,582332
145,1,52,284691
168,4,28,421446
134,1,22,288594
280,6,41,698592
156,4,51,382970
224,6,40,584915
298,6,90,701261
296,1,57,599171
51,2,66,133224
232,6,5,620274
228,5,97,533815
127,3,56,309642
185,3,59,416855
246,3,78,527587
294,2,59,619201
76,6,64,270108
122,5,89,341304
99,4,52,277799
260,1,22,541066
133,4,11,359794
195,6,83,502173
93,1,14,210125
215,1,67,430785
291,5,20,701408
224,1,98,429399
201,5,84,488318
113,2,22,258881
244,3,39,552022
177,6,23,488652
97,2,0,242293
36,4,63,153139
32,5,63,161594
141,5,84,378988
262,4,56,594201
33,2,70,87113
136,1,23,282658
58,6,44,239603
104,1,85,207942
182,3,11,426206
85,4,22,256486
175,5,84,450895
120,4,95,310971
214,1,11,448407
195,3,48,438017
248,5,8,617395
271,2,15,584992
198,5,52,507391
137,6,26,405506
85,5,93,265132
74,4,92,221017
177,4,77,423570
162,5,73,421395
96,5,72,294465
296,6,80,716309
282,2,78,580425
178,2,0,399873
42,4,80,145864
136,5,53,379367
53,3,44,171763
138,1,81,265192
174,3,8,419885
183,5,70,463614
33,1,87,57121
204,4,92,479842
44,2,24,129230
203,6,61,537148
48,6,17,244977
109,6,58,352395
201,4,100,465564
58,5,38,234312
191,5,68,470413
136,5,87,363069
211,1,19,438590
45,3,48,153307
114,5,77,324965
125,5,14,369501
191,6,4,529296
241,1,63,479587
220,4,38,521882
298,3,22,655877
221,1,99,424022
77,4,64,219217
277,5,19,667632
204,4,93,477958
188,3,18,437019
294,6,16,728323
48,4,49,183516
89,1,39,178842
74,3,59,190911
82,5,98,250039
41,5,97,168428
137,3,25,335309
176,3,68,400257
255,6,15,652934
106,2,35,241750
37,5,71,177444
82,2,69,187879
193,3,18,453082
155,2,9,356603
203,5,56,500262
96,1,60,184653
84,4,6,258421
248,4,22,596733
258,5,45,623238
200,2,91,421081
70,4,72,205518
77,6,59,273587
263,3,87,571450
270,2,28,573509
162,3,50,375008
199,3,58,455774
45,1,60,84699
209,4,59,489996
174,3,77,401031
95,5,13,313093
84,3,71,206924
184,5,59,472533
241,2,79,498385
111,4,49,294564
204,2,88,432164
250,4,72,572413
150,2,84,308952
279,1,75,562532
267,3,71,573799
257,2,39,551697
65,5,13,259343
224,3,63,489814
76,2,17,204230
30,2,84,71289
261,5,37,634978
258,2,26,555974
183,5,86,456579
252,6,44,629325
34,5,65,170244
95,3,7,264298
57,1,90,111351
213,1,36,427621
150,4,89,373738
231,6,40,598543
237,4,55,559862
138,6,22,422760
101,2,71,226202
214,4,19,519852
94,2,1,229950
38,2,92,95148
253,2,10,546496
242,4,100,553805
247,5,23,614689
290,4,70,656747
226,3,28,511888
247,5,0,627937
285,6,30,714440
167,4,69,415285
217,1,4,466017
277,6,47,678908
276,6,10,692655
299,3,59,656339
70,5,78,226698
155,4,80,370558
189,5,6,501857
35,4,58,153598
270,5,93,628663
245,3,37,549676
115,1,88,229383
185,6,100,488471
163,1,80,324504
116,5,6,354160
43,3,62,128903
94,5,9,308504
159,2,78,336006
170,3,1,408255
119,5,94,320352
258,3,22,580760
150,4,23,398081
46,3,10,157753
108,4,96,281131
226,2,84,472823
115,2,73,252107
57,6,33,244600
56,2,59,141466
273,3,60,604449
149,4,87,365981
272,3,18,619181
252,1,36,519306
225,6,40,591375
51,1,68,101394
251,5,83,592732
201,3,34,456620
160,6,74,443217
266,6,95,641923
129,5,43,361695
190,5,1,494877
64,1,52,125401
298,1,87,590812
209,2,92,430483
158,2,4,355176
77,1,76,145704
92,6,15,320830
96,4,84,266948
124,1,89,233437
159,3,59,361881
262,3,98,563791
195,3,20,449424
171,1,48,350533
200,1,33,410472
121,4,8,344912
132,5,50,364847
281,1,18,587515
250,2,78,512281
256,6,33,642184
47,1,9,124121
158,4,2,421508
106,6,81,319628
49,6,49,227130
107,6,42,350023
31,5,90,157078
274,4,51,619897
145,1,49,301196
92,5,68,283561
200,6,38,537927
58,6,82,226170
217,5,43,534436
265,3,82,568855
120,5,5,365588
127,3,89,296182
84,6,88,284572
279,1,80,555351
127,2,4,298727
42,6,75,201814
280,4,8,664512
187,4,68,451522
38,1,43,75636
202,6,5,555287
90,2,83,203941
264,6,68,645680
149,1,4,316039
280,6,2,714640
53,2,89,114677
37,2,80,83637
187,1,58,371393
62,1,14,149690
142,1,25,302966
202,6,86,522773
196,1,87,391073
100,3,27,255693
118,3,8,301756
170,2,96,355203
116,6,47,371334
114,4,31,324670
50,2,12,147525
110,1,62,212845
33,1,22,75120
175,4,88,420397
94,2,18,229678
297,4,52,671039
119,5,88,319032
122,6,63,361684
184,3,53,411949
150,2,15,351373
78,5,46,270285
289,2,59,601219
171,1,24,351092
106,6,60,344302
120,2,85,247412
57,6,46,244940
137,4,32,362154
262,1,13,535518
120,2,100,240952
278,5,14,667721
150,6,56,437021
196,4,25,482672
147,1,41,300063
80,2,94,175919
132,4,28,345209
271,5,62,633980
253,2,27,555169
262,2,49,556638
99,4,92,257562
213,3,25,492006
95,1,88,188434
60,3,17,181840
268,4,53,610409
205,2,37,454979
110,6,78,334368
147,1,52,305297
280,2,75,585515
266,3,1,610628
156,2,41,349829
143,5,19,412199
32,4,5,153312
270,6,98,657322
47,4,67,170121
275,6,12,700025
283,2,10,620300
36,6,93,188124
141,2,45,313692
152,6,11,440121
275,6,39,679701
265,5,95,626125
42,4,59,154942
237,2,47,510414
30,6,9,209011
200,5,4,523118
248,3,89,543174
136,6,10,419000
58,5,86,208527
56,1,49,119379
268,5,5,660979
217,2,82,459510
64,5,90,213708
100,3,30,270682
88,6,61,310609
137,6,97,382587
194,3,34,455900
246,3,6,556676
220,3,57,498132
286,5,15,696406
179,4,79,428463
63,2,58,145660
71,4,22,232649
69,1,21,153642
87,6,18,323063
107,2,66,228343
180,4,87,432941
97,4,44,280166
257,6,82,621903
179,2,8,395522
148,5,82,389206
240,5,43,588492
278,5,85,654372
257,4,38,607387
97,3,21,259119
146,4,47,372641
54,2,45,139318
263,2,79,539668
176,2,22,388229
112,2,14,259748
192,5,16,507047
163,3,23,388522
47,6,40,229267
105,3,57,269890
113,5,38,329780
42,4,63,153563
264,3,19,585540
289,3,82,619884
272,3,96,589399
105,5,93,302286
203,6,14,556095
50,2,86,123653
89,3,3,254960
142,4,45,359030
197,1,77,384594
299,2,100,607107
130,1,10,288642
258,6,85,624863
292,4,24,680471
192,5,77,484962
58,6,46,250627
105,6,54,340512
227,3,1,527927
206,3,39,476000
74,2,93,165356
242,4,36,564967
247,6,53,617373
74,2,26,187536
273,5,42,646366
222,1,0,472417
169,4,22,437412
266,6,72,647686
132,2,48,294285
281,1,38,580976
185,4,71,446786
144,1,0,308047
164,3,81,376084
93,6,85,301426
243,2,62,509219
44,1,97,73283
282,1,76,560454
276,5,55,653451
273,6,15,692229
292,6,73,695374
162,2,74,336317
104,3,59,253839
212,2,6,470534
214,4,81,497264
54,3,37,175554
69,5,24,249404
78,5,96,238076
195,3,87,430065
168,6,89,452279
79,5,74,254922
103,1,17,231179
174,3,99,389289
240,3,20,540356
141,2,64,303645
126,5,78,353024
88,4,58,245303
89,2,2,232912
208,3,88,457680
101,4,76,278741
205,2,90,423983
44,6,15,229286
95,6,18,330224
187,2,26,407866
70,4,88,198460
69,1,99,129268
250,1,25,508532
46,6,65,225437
60,4,15,212290
52,1,38,104136
79,1,77,148930
132,2,85,281519
44,1,18,104889
208,3,20,489404
153,5,72,394439
80,5,97,236658
300,2,91,609876
174,2,96,367200
32,6,12,206212
288,6,60,704008
124,4,86,307116
122,3,48,303696
139,5,29,394755
87,3,15,248266
86,5,17,296446
214,6,36,571856
50,1,41,114777
89,4,36,268573
189,6,56,503001
238,3,54,525586
65,4,86,197640
121,1,86,238710
83,4,56,250726
73,1,18,166737
235,6,75,583333
116,1,46,235123
203,2,76,428847
92,2,54,218754
172,6,98,463868
169,6,51,469268
273,6,77,668452
278,5,35,661829
262,1,15,541214
280,4,29,642810
45,1,94,69131
64,4,86,184476
121,4,77,311913
108,3,79,252556
69,6,96,256637
282,4,25,653619
284,4,64,640974
205,5,69,497979
46,4,15,188570
260,3,48,580301
265,1,4,549195
185,6,21,517704
250,2,39,537149
279,1,72,560274
270,4,71,606721
289,1,50,581630
283,5,48,673359
175,3,7,413122
53,2,46,139031
43,6,43,221270
79,4,44,242110
240,3,7,550202
156,2,82,329426
73,6,8,292791
88,3,21,233245
196,1,58,397643
293,4,34,663068
270,5,2,664571
223,5,49,551965
80,4,12,251947
202,4,64,479526
115,5,38,341705
253,2,63,523268
139,3,33,331357
182,5,51,466001
77,6,74,267504
202,3,8,484360
273,4,26,636980
69,6,38,279336
183,4,84,440093
190,2,53,411982
158,5,65,419851
122,1,80,243915
125,5,63,346778
269,3,81,588056
252,5,93,583762
297,2,46,630754
105,2,19,252239
252,4,40,580111
134,4,34,353805
112,3,87,273901
150,4,30,381721
106,2,3,258847
188,4,62,459544
253,4,82,564412
133,2,34,296870
44,3,35,157045
120,6,5,393920
40,1,10,101286
182,1,52,370109
76,4,92,209805
150,1,73,302192
91,5,85,282019
298,3,63,638757
151,5,15,421269
198,5,94,486177
150,4,27,383927
84,2,27,206196
255,4,32,606516
58,4,68,191078
87,3,69,225286
273,6,31,682700
104,3,60,261050
187,1,82,376051
47,6,84,202191
152,3,70,353605
188,6,89,492290
92,5,30,301496
228,1,50,459373
184,1,96,352315
182,2,20,410380
192,6,52,504310
170,1,99,331511
271,6,52,672102
246,1,20,507551
289,1,45,588791
197,4,88,449696
56,6,82,225220
257,6,17,647300
235,2,80,488012
190,5,10,494631
110,2,66,237862
240,3,57,537875
98,3,22,271632
197,3,25,451765
242,3,23,552694
223,5,28,550479
41,5,82,171694
75,4,25,238578
116,1,51,240654
163,2,11,373656
117,5,15,343462
299,4,98,663667
283,1,28,576456
127,3,36,320792
225,2,55,474770
140,3,93,314005
244,2,52,511982
44,3,33,147516
260,2,47,560300
264,1,1,557964
98,3,88,238827
138,6,49,410270
161,1,12,350451
60,1,42,125895
271,3,77,595802
53,1,32,124732
225,3,50,507153
97,5,5,326021
121,3,21,315106
282,3,59,609722
75,3,90,196380
251,2,33,532628
190,1,16,404958
173,6,46,481693
174,3,78,390442
294,3,55,636406
191,6,62,502156
255,1,24,520270
57,2,23,145975
270,3,20,612307
253,1,63,497136
256,3,90,559378
278,4,63,624486
105,1,44,210466
134,3,23,329314
290,3,72,635391
138,5,0,408236
122,4,9,338466
285,6,12,715969
43,3,87,120197
231,3,75,500475
195,2,3,431456
265,6,84,652123
262,6,34,669870
32,3,5,141847
196,6,93,513450
96,2,6,238871
195,1,95,369317
225,1,51,452961
121,2,98,255871
75,1,26,159939
228,4,36,536650
91,3,62,236367
188,6,77,489502
213,6,12,573240
292,2,62,613796
228,4,34,550850
246,1,96,482445
218,5,23,556024
248,1,5,525821
204,4,86,470947
109,4,67,298392
72,3,59,199731
70,4,38,219669
95,6,38,322947
297,4,37,687829
54,5,9,220877
292,1,65,586923
241,1,59,492027
159,3,32,389387
71,5,2,259933
266,2,100,537970
231,1,10,486639
182,3,75,413909
260,5,33,632984
125,2,23,283363
162,6,13,473014
39,1,50,76823
36,2,83,94434
265,6,51,669322
279,3,79,603220
232,3,11,528698
99,1,24,207067
38,6,24,207278
137,4,83,335556
153,4,80,381648
127,1,38,268985
105,4,54,279114
89,2,19,224990
278,4,2,659929
154,2,37,351859
230,1,42,458458
82,6,91,281748
242,4,94,555361
178,1,62,359296
278,5,75,656987
148,6,7,450511
39,4,73,149149
62,3,82,169868
272,1,63,545162
259,6,55,636681
112,3,92,258498
270,3,56,590205
289,2,75,599113
269,2,37,575991
243,6,83,604604
271,2,79,557189
174,6,95,452824
277,2,22,591736
110,5,62,313506
242,4,38,566491
137,5,6,387194
213,3,45,478197
119,5,4,353486
202,4,14,495828
91,5,28,301737
162,3,100,360640
53,5,34,212353
293,5,85,670412
55,4,58,180434
84,5,78,255138
51,5,13,217273
90,2,46,206745
179,6,56,492177
285,6,12,710255
216,3,17,494229
133,4,53,335015
155,4,43,392196
288,2,10,620716
220,6,96,555199
214,6,85,542042
107,5,53,315277
100,4,52,282612
264,5,87,620054
45,4,18,173125
294,1,10,610085
191,4,98,438184
252,1,50,500215
107,5,7,343232
181,4,51,449740
185,6,95,482279
206,1,35,430294
105,6,51,344220
135,5,79,367888
206,6,51,538064
184,1,4,399010
201,4,92,459328
296,5,36,699603
77,5,70,251231
296,3,96,623843
41,1,69,88815
162,2,99,334359
246,5,14,603364
220,3,80,489629
211,1,6,438687
259,3,73,553970
262,3,30,596057
149,3,38,357123
101,6,48,339828
156,1,41,327523
128,3,58,301010
105,6,54,341902
71,1,7,168122
96,4,27,285819
69,3,86,185844
236,5,71,575604
232,3,74,515745
246,4,88,562841
243,2,18,535373
95,4,91,258598
96,6,65,323338
90,6,27,324123
272,1,95,526139
219,1,77,435589
86,1,47,186935
178,1,66,349623
90,3,39,241670
185,3,62,411116
103,2,100,225320
245,1,39,498689
140,2,94,298416
31,1,70,60424
64,1,53,137567
188,5,57,479269
223,4,92,519047
97,2,64,223503
260,6,57,642081
196,1,79,388822
228,2,50,487108
53,6,56,232689
75,2,90,154812
188,5,82,462256
73,2,79,172154
57,5,66,208806
273,5,2,664141
122,1,35,251743
155,6,74,434956
73,5,77,240699
235,5,5,599104
41,3,55,130914
242,1,67,482599
225,3,11,514356
80,5,21,275950
103,2,32,236136
108,3,52,265744
60,5,41,224546
43,6,7,232965
229,1,40,461668
241,3,33,546104
91,1,25,194851
151,4,65,382528
227,1,34,457386
192,4,70,459339
63,4,3,228152
149,1,34,317555
81,2,97,181376
94,3,72,237528
258,1,81,514998
134,2,47,306909
116,2,68,258685
261,1,0,552225
178,6,21,487617
60,4,34,215990
158,6,48,448315
138,5,65,374218
53,2,94,125901
65,3,11,203553
92,2,92,205434
173,4,26,442141
192,6,43,515364
261,3,31,585139
204,2,58,444444
198,1,88,380181
31,5,60,153140
34,6,22,212738
280,4,68,625459
69,5,3,266387
93,3,48,251503
213,4,22,507476
93,4,47,263523
257,1,28,518448
173,6,90,461725
128,1,78,249734
143,2,63,312694
48,3,63,155658
137,1,25,291978
86,3,72,224594
282,2,70,582349
119,1,75,227202
63,2,33,171474
146,5,93,378789
128,6,2,412663
159,6,71,444474
31,4,82,120899
195,4,52,468179
92,6,66,312889
283,3,66,606024
144,1,35,302764
259,3,0,595840
129,3,10,337737
42,6,28,226687
68,2,25,171389
198,3,8,460969
44,4,55,156787
201,3,31,458133
272,2,43,568583
200,5,30,505389
254,1,80,505629
93,1,7,199292
223,3,88,477930
95,1,56,184395
184,5,80,465150
63,1,86,108428
56,3,48,170962
79,5,96,248071
149,5,100,373347
262,4,59,604428
81,3,83,194651
262,5,42,641461
128,1,13,266202
64,5,24,252183
94,6,65,310397
211,4,61,502169
125,2,17,284644
60,2,39,163553
253,5,83,599522
189,5,69,470171
105,4,39,304169
205,3,47,456464
295,5,84,676138
59,2,64,150732
57,4,44,192803
132,6,25,396241
204,2,85,429588
269,5,88,628650
201,5,38,515519
198,2,13,445686
51,4,28,180921
144,6,29,431687
139,2,61,304463
222,2,51,469637
33,3,1,133016
213,1,71,416374
102,3,56,252970
214,1,3,448324
131,3,22,325374
164,6,22,470335
155,2,25,340704
120,3,12,300887
100,4,83,260436
203,2,39,445348
152,3,47,355815
299,5,55,693142
90,2,16,219814
128,5,48,364063
192,5,54,485413
53,5,75,197196
180,2,41,391699
57,6,35,244143
290,5,62,677056
71,4,84,200525
115,5,49,342084
221,4,66,520813
121,3,91,282851
299,6,61,729813
272,3,74,592538
48,2,28,131451
261,2,50,549162
186,4,48,461522
110,3,32,290240
73,2,96,150353
181,4,66,437120
147,5,5,422245
292,5,43,695762
260,4,55,601400
218,4,40,518946
225,1,22,470673
149,3,82,332686
213,1,37,442641
292,5,82,668761
171,2,12,381085
66,3,4,213292
132,3,25,329788
158,3,95,351993
127,6,77,367717
163,1,98,311613
174,3,100,386232
237,5,96,550989
271,6,65,660891
233,2,29,501277
272,2,66,576834
269,6,59,665562
73,3,24,215450
243,2,56,518344
45,3,17,167123
95,3,94,217717
285,6,45,703135
145,4,54,371617
183,3,75,401761
46,2,19,135221
230,4,26,552400
62,5,49,225571
273,1,42,562861
261,6,38,649855
117,1,86,232717
120,1,88,239571
280,1,23,572320
65,4,36,212346
149,3,84,346583
65,4,7,229279
295,1,21,607307
240,4,20,565628
96,5,53,301471
65,4,26,213857
135,3,55,328557
111,5,73,317968
133,5,91,359639
171,2,0,386675
258,1,51,530419
156,5,42,428852
281,4,59,647278
50,6,11,245034
263,3,89,565146
230,5,22,579800
157,2,79,336558
264,4,84,590411
78,4,89,211830
152,2,35,347620
179,6,8,501919
282,4,97,633314
92,3,9,248847
288,3,52,634976
114,3,26,299182
52,4,3,195198
266,4,43,617885
129,4,4,346751
158,1,90,299472
197,6,95,511212
278,4,8,645504
154,6,56,430195
271,3,20,604589
39,5,12,194007
180,1,68,360607
116,1,85,213367
169,2,56,367333
121,2,91,246728
140,4,89,335964
297,6,84,703768
229,6,39,596948
56,5,0,228594
223,2,31,485876
152,2,11,340125
245,1,1,515646
128,6,85,364070
142,1,85,270501
115,1,53,240593
85,3,41,237017
127,5,26,376350
232,4,15,555615
139,1,45,285596
118,1,51,240962
36,4,27,166233
142,1,84,274524
218,1,8,454961
240,3,98,525423
285,1,91,566169
117,3,12,313856
196,6,89,509132
98,3,22,262619
276,1,42,550778
259,4,65,589616
287,5,90,653435
149,1,78,285865
188,2,94,392441
154,5,10,420963
100,3,63,249519
133,2,48,293497
49,2,92,120797
257,6,42,641599
172,3,82,377497
296,4,82,658652
42,2,93,97655
205,2,26,457272
57,6,31,248889
225,5,41,554614
256,6,0,654117
281,1,24,569107
102,2,16,240606
118,5,70,329696
150,5,10,424967
269,3,21,601072
155,4,22,411052
157,3,36,383488
259,6,25,656908
276,1,46,561649
223,2,60,476463
246,5,78,590002
109,4,2,319698
248,1,97,482037
108,5,93,299557
161,4,59,398422
262,3,48,588220
276,1,42,554677
270,2,19,578613
32,1,64,65663
281,4,53,643731
221,4,62,517286
66,4,4,224478
227,5,20,567364
253,3,98,543222
290,6,62,707264
59,6,49,252294
156,2,61,328730
215,6,90,534925
105,3,77,259124
105,3,31,282331
112,1,14,236424
226,4,90,525207
71,5,24,261259
114,4,32,315103
286,5,84,665943
187,6,52,496112
85,6,73,292085
103,3,95,239865
233,6,39,590610
116,4,0,325174
65,6,53,266001
243,6,36,625721
117,2,47,261307
98,2,62,217163
287,1,57,584782
138,2,25,307932
123,2,33,286195
255,6,79,621978
115,1,37,233008
223,1,35,449105
205,1,74,403093
274,4,86,606903
34,1,34,69636
51,1,27,123315
33,4,77,142241
166,4,60,409043
249,3,47,555441
191,2,46,416657
223,5,7,569866
199,1,0,427972
235,6,17,604041
92,5,35,293144
218,4,79,509971
293,4,84,648558
31,6,41,186144
214,1,94,416066
257,2,77,539077
234,6,78,579466
208,4,60,485291
227,3,77,494592
103,5,73,308335
46,2,63,109653
184,6,70,495296
116,4,14,332199
153,2,27,340784
75,1,55,143957
112,3,49,278586
142,6,32,426807
93,6,17,336715
281,1,88,552705
144,5,98,383483
63,6,43,261153
225,6,82,575612
253,2,28,543289
89,3,11,242249
75,3,94,196805
126,6,14,405170
218,2,40,472458
30,3,7,141535
127,4,54,332874
216,6,16,582631
143,1,50,281301
265,3,18,597526
142,4,87,354135
105,5,36,315379
47,5,40,203121
287,6,15,716960
274,6,27,693420
179,6,48,480727
200,2,91,410501
145,6,94,394122
121,4,93,307638
183,6,20,498706
230,3,54,518913
208,4,50,488353
300,6,36,734852
129,6,70,382903
79,2,41,200618
57,6,38,253792
113,5,17,348679
277,3,18,618673
141,6,25,412299
215,6,73,544140
105,4,54,283912
58,1,45,128527
121,1,15,267889
203,5,55,503868
236,2,4,514292
153,4,62,381118
118,6,95,350300
75,4,83,219320
170,6,83,461385
218,1,15,448821
72,1,62,150903
145,1,75,293775
275,3,88,582898
122,4,61,323810
182,5,16,475858
196,1,91,388213
124,4,89,303047
231,5,68,567169
280,1,66,567760
93,2,84,196244
122,5,88,329696
32,5,57,166498
92,1,16,211444
135,6,20,404877
161,1,10,337086
289,3,46,642439
117,4,84,290402
157,3,5,394021
180,6,68,487379
101,5,62,302454
297,3,77,645836
291,2,88,590044
52,2,4,148562
102,3,27,262597
140,5,45,386089
95,6,79,312228
68,5,32,246741
225,6,20,595109
263,1,32,542137
103,5,26,312912
167,6,89,444712
220,5,84,538158
113,4,19,318766
252,4,3,612579
156,1,34,317483
86,6,70,297329
63,3,81,161515
215,3,99,464353
104,2,35,234323
80,4,28,251207
83,1,22,189451
186,5,62,465330
300,3,89,648148
174,5,34,469305
80,1,21,177020
229,2,44,497822
236,4,75,536180
162,1,87,321028
109,6,16,356275
223,5,94,532161
57,6,81,233729
157,6,77,436905
264,2,56,557199
269,5,36,647638
249,5,91,584096
186,6,11,517615
238,3,11,539204
69,6,30,269068
114,5,7,342971
176,5,63,442150
247,6,65,612470
275,4,65,631445
93,4,1,281831
33,6,54,201908
206,2,94,431705
51,5,57,199722
298,2,22,629661
217,2,65,459576
56,4,63,189222
117,3,14,304474
157,5,98,393662
178,3,61,406218
165,2,0,388639
231,2,39,503292
48,4,79,170399
59,3,0,198084
198,3,45,446511
32,3,92,98300
235,3,1,537920
250,4,25,582776
300,5,19,720858
93,4,0,281099
158,2,60,344955
221,3,46,502635
123,5,34,350961
254,6,56,630902
101,3,95,243220
32,3,90,99503
86,2,36,198919
98,4,53,275653
46,2,85,104520
275,6,34,680292
245,4,70,568238
95,3,96,229703
286,6,94,687141
97,1,13,204493
94,2,44,226784
36,6,30,201705
205,4,76,469863
252,4,37,588447
278,1,97,546255
156,5,19,436152
125,2,35,279768
164,6,31,469662
131,4,90,319377
287,5,23,685982
106,2,15,250335
235,1,35,477297
104,4,2,303741
76,1,48,161146
298,3,89,632983
143,3,54,345102
61,5,54,217092
185,1,34,383313
173,3,91,388299
156,3,6,380555
50,1,6,123139
138,3,60,326180
81,4,23,251066
281,3,42,620173
87,1,85,155447
96,3,46,250441
300,5,47,704007
171,2,74,364984
74,1,16,176320
91,1,75,173240
128,6,57,376432
68,5,79,230636
184,6,60,490619
108,1,16,230881
244,5,91,574874
207,3,57,460047
253,1,61,510329
298,5,2,715670
170,6,16,483091
53,5,7,224432
233,4,87,538647
292,1,21,604944
290,4,71,654387
235,5,34,578180
124,1,20,273739
141,5,89,361690
292,4,64,665605
162,3,28,387511
167,5,15,448606
144,1,68,283605
179,1,81,345454
172,2,34,372088
157,2,68,330607
30,6,44,202229
218,3,10,514998
165,6,17,476580
180,3,7,422541
212,2,93,435964
120,3,2,321809
84,6,95,282516
161,6,81,449403
135,4,28,359425
167,2,74,357358
109,4,29,310618
218,2,61,454670
283,2,58,588862
120,2,72,267273
122,6,36,370289
188,2,22,420117
126,1,18,262160
248,2,58,525989
81,6,67,279698
36,5,12,194582
226,1,14,461844
52,2,31,134339
167,2,80,361648
36,1,13,99572
203,6,10,548629
101,4,97,271643
257,2,39,549270
275,2,31,579430
166,6,69,448432
40,1,13,107646
181,1,65,364608
102,1,28,208586
146,4,49,367229
210,6,36,553001
226,6,91,559283
281,2,14,603757
82,3,45,213499
200,1,46,399378
52,5,19,217234
249,5,42,615848
122,6,54,367322
184,5,36,480015
83,3,63,217895
165,6,9,466471
106,6,18,355294
105,4,57,292877
64,1,73,127806
172,2,11,390185
95,2,98,203416
210,3,63,473688
276,6,52,690917
200,2,83,414857
226,4,70,530289
282,5,68,659340
226,1,74,451222
299,5,99,680587
74,2,46,169693
134,1,46,282896
272,2,14,580352
208,3,99,445966
180,4,18,460871
245,2,26,526959
58,6,17,253041
103,4,93,259663
247,3,6,560073
67,4,76,198783
45,2,46,116229
70,2,9,176808
243,2,97,493177
270,6,17,690483
183,4,52,446253
257,6,88,619232
176,1,19,361366
46,5,96,174287
287,2,1,626588
246,6,58,626958
162,5,64,423428
146,4,20,382907
77,5,48,253900
138,4,79,336234
142,4,23,383126
69,6,59,270043
190,6,82,500474
224,2,6,497772
247,2,34,523952
83,1,46,182365
201,1,30,414247
113,5,13,337940
138,5,1,400729
126,5,25,358060
153,3,10,385681
52,5,61,196096
54,3,11,178712
34,3,96,103853
233,5,24,581704
230,6,45,586244
79,3,52,218701
81,5,99,242321
42,5,48,195428
49,3,20,159965
267,1,80,520056
148,2,87,305815
112,5,66,332547
297,3,57,640499
203,3,46,466719
50,6,99,213101
152,2,78,332686
68,2,72,163502
79,1,18,175943
74,4,12,248103
190,2,37,410491
64,3,73,175705
210,1,9,437271
265,3,60,579389
256,6,17,649262
279,1,46,563992
235,4,79,532626
255,3,65,559277
221,1,87,435739
289,4,33,656198
59,6,31,263976
34,2,13,112324
222,2,72,468283
67,2,49,169547
77,3,59,210751
268,1,10,552907
85,4,98,234992
132,4,42,339312
192,3,77,434134
138,6,94,394004
88,3,58,219054
109,4,18,307794
193,5,4,519096
224,1,46,458693
272,2,6,588530
41,6,54,209242
159,6,22,451939
102,1,35,218273
71,3,91,185392
244,5,27,600701
124,1,11,272642
205,3,21,473107
208,4,61,497181
112,6,55,353622
229,1,71,464166
131,1,92,259155
104,3,85,249371
37,2,58,95632
285,3,14,642716
164,5,92,406320
260,2,81,542323
79,1,27,168349
245,6,69,607842
223,2,44,475273
127,6,73,365270
219,3,2,512094
187,5,15,499355
263,4,52,606725
210,5,54,530543
201,1,22,423234
249,3,22,572312
113,5,55,331503
175,6,88,469135
175,6,79,461651
74,1,11,159138
240,1,63,487649
81,6,56,296094
46,6,37,230983
138,2,99,291297
225,1,25,470387
93,3,59,240931
232,1,47,467537
289,3,34,638067
187,4,86,437515
32,4,4,152908
43,2,47,124205
192,3,21,459349
250,2,71,524424
128,5,82,351088
56,5,54,209622
229,6,22,602409
192,5,20,505332
148,1,90,279139
288,1,80,577904
230,6,33,604917
111,3,26,279655
77,1,55,147378
108,1,79,217215
70,5,48,236628
96,4,81,261334
125,2,83,264066
182,2,68,384836
223,3,84,479095
170,1,18,348558
82,1,58,175326
92,1,18,201055
164,2,11,366135
283,3,26,633405
81,4,2,264757
67,4,80,194500
137,6,53,405096
190,6,57,502479
122,3,1,314454
46,1,43,101163
277,5,76,656507
32,2,66,85939
92,2,77,194168
41,5,65,175992
140,3,14,346509
45,3,17,155401
72,6,88,252947
167,3,61,381128
77,3,90,201071
180,4,95,428246
253,5,51,606926
158,2,25,355210
231,1,74,466653
189,2,26,423585
251,4,54,589940
169,3,79,374924
226,4,25,550584
210,3,80,455105
260,2,4,575156
159,5,52,421816
210,4,3,512556
122,3,54,293492
213,2,9,469451
220,3,18,508103
92,1,40,183357
198,2,59,430994
194,2,71,401770
227,3,77,495152
299,2,13,651181
172,6,77,455651
245,6,96,605860
192,3,25,445459
55,4,63,176333
170,4,15,428066
261,2,76,542311
226,2,73,463496
175,1,82,351066
32,4,36,143894
236,1,68,477085
50,3,82,132733
65,4,12,228801
184,3,40,428331
234,1,71,464862
282,5,6,689488
182,6,58,496965
92,3,79,220766
44,2,6,125940
101,1,41,214876
145,2,11,331863
218,5,0,552720
162,1,14,334972
185,1,33,382591
224,3,89,482981
100,5,58,295728
94,3,18,264940
241,6,57,603209
297,5,30,715936
274,6,62,672392
194,6,61,511000
77,3,98,189507
