"Invoice ID","Branch","City","Customer type","Gender","Product line","Unit price","Quantity","Tax 5%","Total","Date","Time","Payment","Cost of goods sold","Gross margin percentage","Gross income","Rating"
"637-32-6637","B","Mandalay","Member","Male","Home and lifestyle","99,29","5","24,8225","521,2725","2019-01-14","14:53","Ewallet","496,45","4,761904762","24,8225","4,3"
"297-72-6755","C","Naypyitaw","Normal","Female","Fashion accessories","73,01","6","21,903","459,963","2019-02-05","17:39","Ewallet","438,06","4,761904762","21,903","7,8"
"632-18-9080","B","Mandalay","Normal","Female","Home and lifestyle","10,24","3","1,536","32,256","2019-02-21","11:01","Cash","30,72","4,761904762","1,536","8"
"875-45-5989","B","Mandalay","Normal","Female","Food and beverages","87,24","7","30,534","641,214","2019-01-03","17:27","Cash","610,68","4,761904762","30,534","6,6"
"523-88-8304","C","Naypyitaw","Normal","Male","Food and beverages","29,04","4","5,808","121,968","2019-01-16","19:46","Cash","116,16","4,761904762","5,808","4,1"
"282-53-1082","B","Mandalay","Normal","Male","Electronic accessories","77,15","7","27,0025","567,0525","2019-01-05","18:23","Cash","540,05","4,761904762","27,0025","5,6"
"219-88-8526","B","Mandalay","Member","Female","Home and lifestyle","74,32","6","22,296","468,216","2019-03-16","18:52","Cash","445,92","4,761904762","22,296","9,5"
"597-32-6298","C","Naypyitaw","Member","Male","Health and beauty","84,68","1","4,234","88,914","2019-03-28","17:40","Ewallet","84,68","4,761904762","4,234","7,2"
"707-54-6236","B","Mandalay","Member","Female","Home and lifestyle","36,02","9","16,209","340,389","2019-02-01","10:41","Credit card","324,18","4,761904762","16,209","4,5"
"216-81-3526","C","Naypyitaw","Normal","Female","Fashion accessories","79,66","9","35,847","752,787","2019-03-07","16:11","Credit card","716,94","4,761904762","35,847","7,5"
"878-23-3813","C","Naypyitaw","Normal","Female","Sports and travel","48,74","1","2,437","51,177","2019-03-31","16:24","Credit card","48,74","4,761904762","2,437","7,9"
"796-98-1815","A","Yangon","Member","Male","Home and lifestyle","41,29","2","4,129","86,709","2019-03-16","19:53","Ewallet","82,58","4,761904762","4,129","7,6"
"798-95-5566","A","Yangon","Member","Male","Electronic accessories","31,71","2","3,171","66,591","2019-01-03","12:32","Ewallet","63,42","4,761904762","3,171","8,3"
"246-87-7381","A","Yangon","Member","Female","Sports and travel","67,05","4","13,41","281,61","2019-02-09","19:14","Cash","268,2","4,761904762","13,41","5,7"
"776-57-7784","A","Yangon","Member","Female","Food and beverages","35,68","6","10,704","224,784","2019-02-12","11:13","Ewallet","214,08","4,761904762","10,704","7,9"
"722-29-5847","C","Naypyitaw","Member","Female","Health and beauty","54,85","9","24,6825","518,3325","2019-02-18","12:04","Ewallet","493,65","4,761904762","24,6825","6,7"
"473-55-9163","A","Yangon","Normal","Female","Health and beauty","58,95","10","29,475","618,975","2019-03-08","12:26","Ewallet","589,5","4,761904762","29,475","4,2"
"946-74-6149","A","Yangon","Member","Male","Home and lifestyle","28,58","5","7,145","150,045","2019-01-04","18:43","Credit card","142,9","4,761904762","7,145","6,9"
"497-95-2876","A","Yangon","Member","Male","Health and beauty","63,44","3","9,516","199,836","2019-01-16","17:02","Cash","190,32","4,761904762","9,516","5,2"
"181-74-4104","B","Mandalay","Normal","Male","Electronic accessories","90,07","1","4,5035","94,5735","2019-03-19","19:34","Cash","90,07","4,761904762","4,5035","9,5"
"131-39-5199","A","Yangon","Member","Male","Sports and travel","98,98","9","44,541","935,361","2019-01-05","19:21","Cash","890,82","4,761904762","44,541","4,5"
"676-49-5466","C","Naypyitaw","Member","Female","Electronic accessories","29,8","2","2,98","62,58","2019-03-04","19:07","Credit card","59,6","4,761904762","2,98","7,2"
"745-97-9282","B","Mandalay","Member","Female","Sports and travel","64,28","1","3,214","67,494","2019-03-19","10:10","Credit card","64,28","4,761904762","3,214","4,5"
"199-38-2155","A","Yangon","Normal","Female","Fashion accessories","63,48","6","19,044","399,924","2019-03-05","13:04","Credit card","380,88","4,761904762","19,044","9,5"
"182-14-7497","C","Naypyitaw","Member","Female","Health and beauty","87,11","9","39,1995","823,1895","2019-03-16","18:14","Ewallet","783,99","4,761904762","39,1995","5,7"
"799-11-5479","A","Yangon","Normal","Female","Electronic accessories","23,27","1","1,1635","24,4335","2019-01-28","15:19","Credit card","23,27","4,761904762","1,1635","9,3"
"316-42-8827","C","Naypyitaw","Normal","Female","Fashion accessories","42,77","6","12,831","269,451","2019-01-17","13:05","Credit card","256,62","4,761904762","12,831","9,6"
"289-33-6226","C","Naypyitaw","Member","Female","Health and beauty","51,35","4","10,27","215,67","2019-01-28","20:49","Ewallet","205,4","4,761904762","10,27","6,9"
"793-18-2411","A","Yangon","Member","Female","Food and beverages","68,76","6","20,628","433,188","2019-01-21","19:31","Ewallet","412,56","4,761904762","20,628","5"
"324-21-5757","C","Naypyitaw","Normal","Male","Health and beauty","30,15","1","1,5075","31,6575","2019-01-17","19:09","Credit card","30,15","4,761904762","1,5075","5"
"376-26-8696","B","Mandalay","Normal","Female","Electronic accessories","92,05","6","27,615","579,915","2019-03-11","14:29","Credit card","552,3","4,761904762","27,615","7,1"
"336-67-6151","B","Mandalay","Member","Female","Health and beauty","17,61","10","8,805","184,905","2019-03-20","16:50","Cash","176,1","4,761904762","8,805","6,8"
"137-80-6708","C","Naypyitaw","Member","Female","Health and beauty","51,9","5","12,975","272,475","2019-02-01","16:52","Ewallet","259,5","4,761904762","12,975","8,5"
"927-98-7423","B","Mandalay","Normal","Male","Fashion accessories","39,45","8","15,78","331,38","2019-03-25","10:14","Ewallet","315,6","4,761904762","15,78","7,5"
"121-73-1864","C","Naypyitaw","Normal","Male","Food and beverages","13,75","1","0,6875","14,4375","2019-03-26","10:05","Cash","13,75","4,761904762","0,6875","6,3"
"606-65-3286","A","Yangon","Member","Male","Home and lifestyle","13","3","1,95","40,95","2019-03-20","15:53","Ewallet","39","4,761904762","1,95","6,7"
"990-91-4818","B","Mandalay","Normal","Male","Food and beverages","98,7","3","14,805","310,905","2019-02-19","19:03","Ewallet","296,1","4,761904762","14,805","7,8"
"169-63-6596","C","Naypyitaw","Normal","Male","Home and lifestyle","95,43","3","14,3145","300,6045","2019-03-19","12:18","Cash","286,29","4,761904762","14,3145","7"
"346-41-5697","B","Mandalay","Member","Female","Fashion accessories","43,56","2","4,356","91,476","2019-03-13","11:59","Ewallet","87,12","4,761904762","4,356","9,1"
"784-62-2467","B","Mandalay","Member","Female","Health and beauty","68,89","10","34,445","723,345","2019-01-26","20:30","Credit card","688,9","4,761904762","34,445","5,1"
"497-43-1088","A","Yangon","Member","Female","Health and beauty","81,38","7","28,483","598,143","2019-03-04","17:56","Ewallet","569,66","4,761904762","28,483","8,9"
"907-88-5434","A","Yangon","Member","Female","Food and beverages","15,53","10","7,765","163,065","2019-01-21","17:39","Cash","155,3","4,761904762","7,765","4,5"
"294-96-8003","A","Yangon","Normal","Male","Fashion accessories","77,85","9","35,0325","735,6825","2019-02-09","12:37","Ewallet","700,65","4,761904762","35,0325","6,6"
"481-32-2430","A","Yangon","Normal","Male","Health and beauty","17,97","8","7,188","150,948","2019-03-31","14:01","Ewallet","143,76","4,761904762","7,188","5,5"
"537-77-5415","A","Yangon","Member","Male","Health and beauty","45,26","2","4,526","95,046","2019-03-15","12:40","Ewallet","90,52","4,761904762","4,526","7,3"
"212-82-9365","C","Naypyitaw","Member","Female","Health and beauty","57,02","5","14,255","299,355","2019-03-27","16:10","Cash","285,1","4,761904762","14,255","7,4"
"913-98-4829","B","Mandalay","Normal","Female","Electronic accessories","54,08","8","21,632","454,272","2019-01-06","12:00","Credit card","432,64","4,761904762","21,632","9,7"
"204-52-3115","B","Mandalay","Member","Male","Food and beverages","95,63","5","23,9075","502,0575","2019-01-02","15:22","Cash","478,15","4,761904762","23,9075","5,4"
"684-35-4675","B","Mandalay","Member","Male","Electronic accessories","17,54","3","2,631","55,251","2019-02-10","11:20","Ewallet","52,62","4,761904762","2,631","9,1"
"654-50-4810","A","Yangon","Normal","Female","Food and beverages","76,43","6","22,929","481,509","2019-01-13","12:13","Credit card","458,58","4,761904762","22,929","4,8"
"210-42-5390","A","Yangon","Member","Female","Health and beauty","83,75","2","8,375","175,875","2019-01-01","20:59","Cash","167,5","4,761904762","8,375","7,9"
"283-58-8279","A","Yangon","Normal","Male","Sports and travel","95,76","7","33,516","703,836","2019-03-30","16:00","Credit card","670,32","4,761904762","33,516","9,8"
"379-10-2895","A","Yangon","Member","Female","Electronic accessories","39,52","9","17,784","373,464","2019-01-06","15:38","Cash","355,68","4,761904762","17,784","4,1"
"444-41-9097","B","Mandalay","Member","Male","Sports and travel","80,87","8","32,348","679,308","2019-02-24","13:33","Cash","646,96","4,761904762","32,348","8,2"
"750-15-1073","B","Mandalay","Normal","Male","Food and beverages","11,1","9","4,995","104,895","2019-01-07","17:19","Cash","99,9","4,761904762","4,995","8,3"
"400-65-4461","A","Yangon","Member","Male","Sports and travel","94,72","4","18,944","397,824","2019-03-21","12:55","Credit card","378,88","4,761904762","18,944","5,8"
"478-95-6090","B","Mandalay","Member","Male","Electronic accessories","63,11","8","25,244","530,124","2019-03-05","16:18","Credit card","504,88","4,761904762","25,244","9,3"
"539-74-5683","A","Yangon","Member","Female","Food and beverages","19,55","5","4,8875","102,6375","2019-03-28","16:07","Credit card","97,75","4,761904762","4,8875","5,9"
"576-65-5421","B","Mandalay","Normal","Female","Sports and travel","71,42","1","3,571","74,991","2019-03-21","18:43","Credit card","71,42","4,761904762","3,571","6,6"
"487-87-8105","C","Naypyitaw","Normal","Female","Food and beverages","21,03","7","7,3605","154,5705","2019-03-10","19:42","Credit card","147,21","4,761904762","7,3605","5,1"
"163-95-1984","A","Yangon","Normal","Female","Health and beauty","80,12","5","20,03","420,63","2019-02-18","16:44","Cash","400,6","4,761904762","20,03","6,7"
"179-22-3353","C","Naypyitaw","Normal","Male","Fashion accessories","71,61","4","14,322","300,762","2019-03-30","10:54","Ewallet","286,44","4,761904762","14,322","7,4"
"766-88-7508","A","Yangon","Normal","Female","Electronic accessories","67,05","10","33,525","704,025","2019-01-25","20:11","Cash","670,5","4,761904762","33,525","8,3"
"841-62-1275","C","Naypyitaw","Normal","Female","Home and lifestyle","60,94","4","12,188","255,948","2019-02-09","10:13","Cash","243,76","4,761904762","12,188","9,2"
"221-34-3575","B","Mandalay","Normal","Male","Home and lifestyle","91,34","9","41,103","863,163","2019-02-28","11:54","Credit card","822,06","4,761904762","41,103","4,3"
"880-19-9923","B","Mandalay","Member","Male","Fashion accessories","75,84","5","18,96","398,16","2019-02-26","13:41","Ewallet","379,2","4,761904762","18,96","6,5"
"563-59-8291","C","Naypyitaw","Normal","Male","Food and beverages","98,32","5","24,58","516,18","2019-01-07","13:47","Credit card","491,6","4,761904762","24,58","4"
"191-61-1002","A","Yangon","Normal","Male","Electronic accessories","12,57","7","4,3995","92,3895","2019-02-17","15:18","Ewallet","87,99","4,761904762","4,3995","8"
"510-52-7297","B","Mandalay","Normal","Female","Sports and travel","87,07","3","13,0605","274,2705","2019-03-05","20:49","Credit card","261,21","4,761904762","13,0605","9,4"
"313-68-4246","A","Yangon","Member","Male","Fashion accessories","90,03","10","45,015","945,315","2019-03-04","17:31","Credit card","900,3","4,761904762","45,015","9,2"
"425-97-6029","C","Naypyitaw","Normal","Male","Sports and travel","22,46","7","7,861","165,081","2019-01-07","20:38","Credit card","157,22","4,761904762","7,861","5,6"
"940-67-3913","C","Naypyitaw","Member","Female","Home and lifestyle","11,31","3","1,6965","35,6265","2019-02-19","14:00","Ewallet","33,93","4,761904762","1,6965","5"
"693-34-8088","B","Mandalay","Normal","Female","Fashion accessories","78,72","4","15,744","330,624","2019-01-23","17:23","Cash","314,88","4,761904762","15,744","5,3"
"112-81-9637","A","Yangon","Member","Male","Health and beauty","38,41","3","5,7615","120,9915","2019-02-10","15:58","Credit card","115,23","4,761904762","5,7615","9"
"550-75-5522","A","Yangon","Normal","Male","Fashion accessories","32,43","2","3,243","68,103","2019-02-25","19:19","Credit card","64,86","4,761904762","3,243","9"
"848-26-5956","B","Mandalay","Normal","Female","Food and beverages","63,37","7","22,1795","465,7695","2019-01-15","17:10","Cash","443,59","4,761904762","22,1795","5,6"
"252-48-9985","C","Naypyitaw","Member","Male","Sports and travel","92,92","8","37,168","780,528","2019-02-19","11:44","Credit card","743,36","4,761904762","37,168","6,9"
"121-53-9427","B","Mandalay","Member","Female","Fashion accessories","19,24","10","9,62","202,02","2019-03-21","14:02","Cash","192,4","4,761904762","9,62","7,9"
"875-45-8275","B","Mandalay","Member","Male","Home and lifestyle","38,03","1","1,9015","39,9315","2019-01-07","14:15","Ewallet","38,03","4,761904762","1,9015","8,9"
"597-24-8012","B","Mandalay","Normal","Male","Electronic accessories","18,71","9","8,4195","176,8095","2019-03-04","10:52","Ewallet","168,39","4,761904762","8,4195","8,5"
"654-91-1945","B","Mandalay","Member","Male","Sports and travel","22,29","9","10,0305","210,6405","2019-01-06","14:20","Cash","200,61","4,761904762","10,0305","5,5"
"104-97-4519","B","Mandalay","Member","Female","Electronic accessories","50,47","9","22,7115","476,9415","2019-02-17","20:35","Ewallet","454,23","4,761904762","22,7115","8,1"
"291-90-6892","A","Yangon","Normal","Female","Food and beverages","25,39","5","6,3475","133,2975","2019-02-16","11:56","Credit card","126,95","4,761904762","6,3475","6,9"
"619-52-2011","B","Mandalay","Member","Male","Sports and travel","58,97","8","23,588","495,348","2019-01-21","14:58","Ewallet","471,76","4,761904762","23,588","5,8"
"634-42-1500","C","Naypyitaw","Member","Female","Sports and travel","89,93","6","26,979","566,559","2019-03-31","11:44","Cash","539,58","4,761904762","26,979","9,8"
"202-95-1975","C","Naypyitaw","Member","Female","Sports and travel","94,87","6","28,461","597,681","2019-01-17","10:03","Ewallet","569,22","4,761904762","28,461","6,6"
"429-78-6151","A","Yangon","Normal","Female","Home and lifestyle","18,61","2","1,861","39,081","2019-02-21","10:45","Credit card","37,22","4,761904762","1,861","4,1"
"834-14-5462","B","Mandalay","Member","Female","Fashion accessories","34,7","9","15,615","327,915","2019-03-24","10:56","Ewallet","312,3","4,761904762","15,615","9,3"
"746-34-9760","B","Mandalay","Member","Female","Home and lifestyle","90,37","9","40,6665","853,9965","2019-03-30","17:01","Cash","813,33","4,761904762","40,6665","8,5"
"614-71-6469","B","Mandalay","Member","Female","Electronic accessories","51,02","2","5,102","107,142","2019-01-22","18:11","Cash","102,04","4,761904762","5,102","7,7"
"976-83-1609","A","Yangon","Normal","Male","Home and lifestyle","92,69","2","9,269","194,649","2019-01-21","19:13","Credit card","185,38","4,761904762","9,269","8,8"
"596-40-5227","A","Yangon","Member","Male","Health and beauty","60,58","3","9,087","190,827","2019-03-19","15:28","Cash","181,74","4,761904762","9,087","9,5"
"993-88-8394","A","Yangon","Normal","Female","Health and beauty","75,25","8","30,1","632,1","2019-02-14","11:31","Cash","602","4,761904762","30,1","4,8"
"308-10-1629","A","Yangon","Member","Female","Sports and travel","84,48","3","12,672","266,112","2019-02-17","16:06","Cash","253,44","4,761904762","12,672","6,8"
"694-82-2596","B","Mandalay","Member","Female","Fashion accessories","81,45","5","20,3625","427,6125","2019-01-15","15:39","Ewallet","407,25","4,761904762","20,3625","9,2"
"323-32-5992","A","Yangon","Normal","Male","Electronic accessories","99,97","1","4,9985","104,9685","2019-01-24","17:32","Credit card","99,97","4,761904762","4,9985","9,2"
"316-56-8524","A","Yangon","Member","Male","Health and beauty","17,92","7","6,272","131,712","2019-03-01","18:03","Cash","125,44","4,761904762","6,272","4,3"
"308-45-4489","C","Naypyitaw","Normal","Male","Fashion accessories","41,82","2","4,182","87,822","2019-02-23","11:10","Credit card","83,64","4,761904762","4,182","7,9"
"644-69-1745","C","Naypyitaw","Member","Male","Food and beverages","99,84","3","14,976","314,496","2019-03-21","16:03","Credit card","299,52","4,761904762","14,976","7,1"
"283-47-5791","A","Yangon","Normal","Female","Health and beauty","86,35","10","43,175","906,675","2019-02-13","11:13","Credit card","863,5","4,761904762","43,175","9,8"
"797-49-8873","B","Mandalay","Normal","Male","Health and beauty","41,56","10","20,78","436,38","2019-02-12","10:30","Ewallet","415,6","4,761904762","20,78","9,1"
"601-91-3687","B","Mandalay","Member","Male","Food and beverages","38,02","3","5,703","119,763","2019-01-15","13:44","Cash","114,06","4,761904762","5,703","9,9"
"579-63-4317","A","Yangon","Member","Male","Sports and travel","64,51","8","25,804","541,884","2019-02-28","17:28","Ewallet","516,08","4,761904762","25,804","8,8"
"426-71-8890","C","Naypyitaw","Member","Male","Electronic accessories","34,87","4","6,974","146,454","2019-03-22","20:56","Credit card","139,48","4,761904762","6,974","8,9"
"620-60-4568","B","Mandalay","Normal","Male","Home and lifestyle","70,99","7","24,8465","521,7765","2019-01-25","19:52","Ewallet","496,93","4,761904762","24,8465","6,7"
"372-53-3360","B","Mandalay","Normal","Male","Home and lifestyle","54,59","9","24,5655","515,8755","2019-03-29","15:21","Cash","491,31","4,761904762","24,5655","5"
"460-11-1483","C","Naypyitaw","Normal","Male","Home and lifestyle","60,42","7","21,147","444,087","2019-01-10","18:01","Credit card","422,94","4,761904762","21,147","5,9"
"285-93-3873","B","Mandalay","Normal","Female","Health and beauty","97,4","4","19,48","409,08","2019-01-08","14:04","Credit card","389,6","4,761904762","19,48","9,4"
"217-28-4666","A","Yangon","Member","Male","Food and beverages","53,4","4","10,68","224,28","2019-01-21","13:32","Credit card","213,6","4,761904762","10,68","6,4"
"154-67-5793","A","Yangon","Normal","Female","Food and beverages","40,78","5","10,195","214,095","2019-01-06","14:03","Ewallet","203,9","4,761904762","10,195","5,6"
"928-49-9523","A","Yangon","Normal","Male","Electronic accessories","45,55","5","11,3875","239,1375","2019-02-13","16:25","Cash","227,75","4,761904762","11,3875","8,1"
"122-86-1531","A","Yangon","Normal","Male","Health and beauty","85,51","5","21,3775","448,9275","2019-03-29","18:39","Cash","427,55","4,761904762","21,3775","8,4"
"405-65-9986","C","Naypyitaw","Normal","Male","Sports and travel","48,57","5","12,1425","254,9925","2019-03-17","11:22","Credit card","242,85","4,761904762","12,1425","7,7"
"486-38-9882","C","Naypyitaw","Member","Male","Fashion accessories","41,73","10","20,865","438,165","2019-03-27","12:13","Cash","417,3","4,761904762","20,865","9,1"
"413-87-5970","C","Naypyitaw","Normal","Female","Electronic accessories","13,55","8","5,42","113,82","2019-01-12","20:17","Cash","108,4","4,761904762","5,42","6,8"
"390-57-1597","A","Yangon","Member","Female","Health and beauty","27,53","5","6,8825","144,5325","2019-03-15","13:48","Ewallet","137,65","4,761904762","6,8825","7,4"
"903-77-1958","A","Yangon","Member","Female","Food and beverages","22,29","2","2,229","46,809","2019-02-06","13:04","Ewallet","44,58","4,761904762","2,229","5,9"
"188-77-6972","C","Naypyitaw","Normal","Male","Electronic accessories","97,8","1","4,89","102,69","2019-03-10","10:55","Ewallet","97,8","4,761904762","4,89","9"
"778-61-9457","B","Mandalay","Normal","Male","Health and beauty","50,44","3","7,566","158,886","2019-03-13","11:33","Ewallet","151,32","4,761904762","7,566","7,5"
"584-35-8931","A","Yangon","Normal","Male","Electronic accessories","50,12","2","5,012","105,252","2019-01-22","19:10","Credit card","100,24","4,761904762","5,012","7,9"
"604-26-9677","A","Yangon","Normal","Male","Food and beverages","65,71","3","9,8565","206,9865","2019-01-09","16:32","Cash","197,13","4,761904762","9,8565","8,1"
"662-79-6621","C","Naypyitaw","Normal","Female","Health and beauty","22,51","5","5,6275","118,1775","2019-03-24","15:02","Cash","112,55","4,761904762","5,6275","7,8"
"330-55-6702","B","Mandalay","Normal","Female","Food and beverages","91,55","3","13,7325","288,3825","2019-03-26","20:00","Cash","274,65","4,761904762","13,7325","6,4"
"503-76-3953","B","Mandalay","Normal","Female","Fashion accessories","76,61","10","38,305","804,405","2019-02-06","10:02","Cash","766,1","4,761904762","38,305","4,8"
"234-78-7157","C","Naypyitaw","Member","Male","Sports and travel","11,78","6","3,534","74,214","2019-02-02","16:30","Ewallet","70,68","4,761904762","3,534","8"
"867-62-4820","B","Mandalay","Member","Male","Food and beverages","74,31","2","7,431","156,051","2019-02-21","13:32","Cash","148,62","4,761904762","7,431","8,1"
"725-45-2826","A","Yangon","Normal","Male","Home and lifestyle","71","9","31,95","670,95","2019-02-02","20:14","Cash","639","4,761904762","31,95","8,3"
