id_venta,fecha,unidades,importe,canal,ciudad_x,cod_postal,municipio_id,id_hash,ciudad_y,cp_trunc,decada_nacimiento
168,2025-01-03,10,220.58,web,Zaragoza,50001,500,1d0ebea552eb43d0b1e1561f6de8ae92e3de7f1abec52399244d1caed7dbdfa6,Zaragoza,500,2000s
169,2025-02-19,6,21.5,web,Bilbao,48003,480,3d914f9348c9cc0ff8a79716700b9fcd4d2f3e711608004eb8f138bcba7f14d9,Bilbao,480,1960s
170,2025-01-27,2,279.42,tienda,Sevilla,41005,410,56f4da26ed956730309fa1488611ee0f13b0ac95ebb1bc9b5d210e31ff70e79c,Sevilla,410,1970s
171,2025-02-10,7,234.34,tienda,Zaragoza,50001,500,e7f6c011776e8db7cd330b54174fd76f7d0216b612387a5ffcfb81e6f0919683,Zaragoza,500,1970s
172,2025-02-03,9,17.15,app,Murcia,30001,300,c75de23d89df36ba921287616ee8edb4c986e328a78e033e57c1e5e2b59c838e,Murcia,300,1980s
173,2025-01-21,4,153.21,tienda,Bilbao,48001,480,a88a7902cb4ef697ba0b6759c50e8c10297ff58f942243de19b984841bfe1f73,Bilbao,480,1960s
174,2025-02-13,7,220.82,web,Málaga,29001,290,5f9c4ab08cac7457e9111a30e4664920607ea2c115a1433d7be98e97e64244ca,Málaga,290,1980s
175,2025-02-02,7,31.57,web,Málaga,29001,290,9cfd3c755be26b4e1645918e2a64a26e3d851ede421e0b257f783b443bc443d1,Málaga,290,1970s
176,2025-01-10,2,44.0,web,Zaragoza,50002,500,c17edaae86e4016a583e098582f6dbf3eccade8ef83747df9ba617ded9d31309,Zaragoza,500,1970s
177,2025-02-17,7,19.55,web,Madrid,28001,280,7cb676d57114874e00c536916e6dcad2a5d3cb8c9a5abc06335df359cd9a6ef9,Madrid,280,2000s
178,2025-01-26,3,153.04,tienda,Murcia,30002,300,71ee45a3c0db9a9865f7313dd3372cf60dca6479d46261f3542eb9346e4a04d6,Murcia,300,2000s
179,2025-02-05,7,63.44,app,Valencia,46002,460,396f804443825586c1283a27fdcadf74abb82008bcd9b260a30912a26563f27d,Valencia,460,1980s
180,2025-01-13,9,170.54,tienda,Madrid,28001,280,7cb676d57114874e00c536916e6dcad2a5d3cb8c9a5abc06335df359cd9a6ef9,Madrid,280,2000s
181,2025-01-05,7,83.55,web,Málaga,29002,290,0f8ef3377b30fc47f96b48247f463a726a802f62f3faa03d56403751d2f66c67,Málaga,290,1980s
182,2025-01-06,7,38.2,web,Málaga,29001,290,9cfd3c755be26b4e1645918e2a64a26e3d851ede421e0b257f783b443bc443d1,Málaga,290,1970s
183,2025-01-23,6,61.19,app,Murcia,30001,300,d6061bbee6cf13bd73765faaea7cdd0af1323e4b125342ac346047f7c4bda1fc,Murcia,300,1990s
184,2025-02-19,6,94.92,app,Sevilla,41002,410,3fdba35f04dc8c462986c992bcf875546257113072a909c162f7e470e581e278,Sevilla,410,1980s
185,2025-02-09,1,48.02,tienda,Zaragoza,50007,500,dfe62e836a0a6f2633422230c81287700a56e2639652c73f264e6562220c207a,Zaragoza,500,1990s
186,2025-02-13,2,115.28,tienda,Valencia,46023,460,454f63ac30c8322997ef025edff6abd23e0dbe7b8a3d5126a894e4a168c1b59b,Valencia,460,2000s
187,2025-01-16,3,284.94,web,Murcia,30001,300,59e19706d51d39f66711c2653cd7eb1291c94d9b55eb14bda74ce4dc636d015a,Murcia,300,1960s
188,2025-01-22,2,209.67,web,Valladolid,47010,470,2c624232cdd221771294dfbb310aca000a0df6ac8b66b696d90ef06fdefb64a3,Valladolid,470,1990s
189,2025-01-31,4,11.71,app,Sevilla,41005,410,138d9e809e386a7b800791d1f664f56d1c55f3d1ba411b950862729bc486c5ce,Sevilla,410,2000s
190,2025-01-14,9,65.12,web,Valencia,46021,460,c76b405781134be1dab7fe45adfb8c32104805a01de7b863e1004b66d56edf9f,Valencia,460,1970s
191,2025-01-31,3,188.8,app,Murcia,30007,300,71a1c003a2b855d85582c8f6c7648c49d3fe836408a7e1b5d9b222448acb3c1b,Murcia,300,1970s
192,2025-01-25,9,176.99,tienda,Valladolid,47001,470,4a44dc15364204a80fe80e9039455cc1608281820fe2b24f1e5233ade6af1dd5,Valladolid,470,1980s
193,2025-01-11,4,22.73,app,Madrid,28012,280,eeca91fd439b6d5e827e8fda7fee35046f2def93508637483f6be8a2df7a4392,Madrid,280,1980s
194,2025-01-04,1,142.16,tienda,Valladolid,47010,470,8d27ba37c5d810106b55f3fd6cdb35842007e88754184bfc0e6035f9bcede633,Valladolid,470,1980s
195,2025-02-12,6,85.04,tienda,Málaga,29010,290,5a39cadd1b007093db50744797c7a04a34f73b35ed444704206705b02597d6fd,Málaga,290,1960s
196,2025-01-19,7,260.89,tienda,Valladolid,47001,470,4a44dc15364204a80fe80e9039455cc1608281820fe2b24f1e5233ade6af1dd5,Valladolid,470,1980s
197,2025-02-02,2,293.1,web,Madrid,28001,280,1dfacb2ea5a03e0a915999e03b5a56196f1b1664d2f768d1b7eff60ac059789d,Madrid,280,1990s
198,2025-02-25,2,181.15,tienda,Bilbao,48002,480,9f484139a27415ae2e8612bf6c65a8101a18eb5e9b7809e74ca63a45a65f17f4,Bilbao,480,1990s
199,2025-02-02,9,290.2,app,Málaga,29002,290,37834f2f25762f23e1f74a531cbe445db73d6765ebe60878a7dfbecd7d4af6e1,Málaga,290,1970s
200,2025-01-03,9,77.98,web,Málaga,29002,290,6b51d431df5d7f141cbececcf79edf3dd861c3b4069f0b11661a3eefacbba918,Málaga,290,1970s
201,2025-02-01,3,121.05,tienda,Zaragoza,50002,500,284de502c9847342318c17d474733ef468fbdbe252cddf6e4b4be0676706d9d0,Zaragoza,500,1960s
202,2025-02-13,5,108.81,tienda,Zaragoza,50002,500,01d54579da446ae1e75cda808cd188438834fa6249b151269db0f9123c9ddc61,Zaragoza,500,1970s
203,2025-01-18,5,244.51,web,Murcia,30002,300,4c970004b0678d439f177e77d3cabdb7e9a44df770948ddc2467cbc76b7211c3,Murcia,300,1990s
204,2025-02-05,4,284.99,tienda,Valladolid,47001,470,b17ef6d19c7a5b1ee83b907c595526dcb1eb06db8227d650d5dda0a9f4ce8cd9,Valladolid,470,2000s
205,2025-02-27,3,120.89,tienda,Valladolid,47010,470,dac53c17c250fd4d4d81eaf6d88435676dac1f3f3896441e277af839bf50ed8a,Valladolid,470,1960s
206,2025-02-03,10,288.38,app,Valencia,46023,460,b4bbe448fde336bb6a7d7d765f36d3327c772b845e7b54c8282aa08c9775ddd7,Valencia,460,1980s
207,2025-01-27,3,75.91,web,Bilbao,48001,480,2ac878b0e2180616993b4b6aa71e61166fdc86c28d47e359d0ee537eb11d46d3,Bilbao,480,1980s
208,2025-02-28,8,183.58,app,Zaragoza,50001,500,a512db2741cd20693e4b16f19891e72b9ff12cead72761fc5e92d2aaf34740c1,Zaragoza,500,2000s
209,2025-01-14,10,197.48,app,Bilbao,48003,480,a21855da08cb102d1d217c53dc5824a3a795c1c1a44e971bf01ab9da3a2acbbf,Bilbao,480,1990s
210,2025-02-25,9,45.74,tienda,Málaga,29001,290,5ef6fdf32513aa7cd11f72beccf132b9224d33f271471fff402742887a171edf,Málaga,290,1990s
211,2025-02-28,3,292.85,app,Madrid,28003,280,67e9c3acebb154a282f326d4ff1951cd1f342e58e74d562b556b517da5e56132,Madrid,280,1990s
212,2025-02-28,2,51.62,app,Málaga,29001,290,09895de0407bcb0386733daa14bdb5dfa544505530c634334a05a60f161b71fc,Málaga,290,1990s
213,2025-02-16,6,39.92,tienda,Madrid,28003,280,303c8bd55875dda240897db158acf70afe4226f300757f3518b86e6817c00022,Madrid,280,1970s
214,2025-02-18,7,99.01,web,Valladolid,47001,470,b17ef6d19c7a5b1ee83b907c595526dcb1eb06db8227d650d5dda0a9f4ce8cd9,Valladolid,470,2000s
215,2025-01-29,5,224.95,tienda,Murcia,30002,300,0fecf9247f3ddc84db8a804fa3065c013baf6b7c2458c2ba2bf56c2e1d42ddd4,Murcia,300,1980s
216,2025-01-07,1,43.81,app,Zaragoza,50001,500,d6d824abba4afde81129c71dea75b8100e96338da5f416d2f69088f1960cb091,Zaragoza,500,1960s
217,2025-02-08,4,172.28,app,Murcia,30007,300,d80eae6e96d148b3b2abbbc6760077b66c4ea071f847dab573d507a32c4d99a5,Murcia,300,1970s
218,2025-01-15,6,207.78,tienda,Valladolid,47002,470,3038bfb575bee6a0e61945eff8784835bb2c720634e42734678c083994b7f018,Valladolid,470,1960s
219,2025-01-09,10,153.19,web,Bilbao,48002,480,011af72a910ac4acf367eef9e6b761e0980842c30d4e9809840f4141d5163ede,Bilbao,480,1980s
220,2025-01-12,8,256.38,web,Zaragoza,50007,500,eb3be230bbd2844b1f5d8f2e4fab9ffba8ab22cfeeb69c4c1361993ba4f377b9,Zaragoza,500,1980s
221,2025-01-11,1,62.01,web,Valladolid,47001,470,7f2253d7e228b22a08bda1f09c516f6fead81df6536eb02fa991a34bb38d9be8,Valladolid,470,1970s
222,2025-03-01,7,84.61,tienda,Valladolid,47010,470,2c624232cdd221771294dfbb310aca000a0df6ac8b66b696d90ef06fdefb64a3,Valladolid,470,1990s
223,2025-02-18,3,65.35,web,Málaga,29001,290,5ef6fdf32513aa7cd11f72beccf132b9224d33f271471fff402742887a171edf,Málaga,290,1990s
224,2025-02-14,8,100.84,tienda,Murcia,30002,300,c75d3f1f5bcd6914d0331ce5ec17c0db8f2070a2d4285f8e3ff11c6ca19168ff,Murcia,300,1990s
225,2025-01-26,10,233.98,app,Zaragoza,50002,500,314f04b30f62e0056bd059354a5536fb2e302107eed143b5fa2aa0bbba07f608,Zaragoza,500,2000s
226,2025-02-16,10,97.3,app,Madrid,28001,280,1dfacb2ea5a03e0a915999e03b5a56196f1b1664d2f768d1b7eff60ac059789d,Madrid,280,1990s
227,2025-02-08,1,163.17,app,Madrid,28001,280,7cb676d57114874e00c536916e6dcad2a5d3cb8c9a5abc06335df359cd9a6ef9,Madrid,280,2000s
228,2025-01-29,1,139.79,tienda,Zaragoza,50002,500,7688b6ef52555962d008fff894223582c484517cea7da49ee67800adc7fc8866,Zaragoza,500,1990s
229,2025-02-04,1,121.71,app,Madrid,28002,280,ea5b27556fbb134def2c2fbf944d9cdda3dbdb6b10473a1aec59f6f170c4ca3a,Madrid,280,1990s
230,2025-02-03,1,230.72,tienda,Málaga,29010,290,5a39cadd1b007093db50744797c7a04a34f73b35ed444704206705b02597d6fd,Málaga,290,1960s
231,2025-01-29,5,122.42,web,Madrid,28011,280,9ae2bdd7beedc2e766c6b76585530e16925115707dc7a06ab5ee4aa2776b2c7b,Madrid,280,1980s
232,2025-01-11,10,129.63,tienda,Madrid,28002,280,f0bc318fb8965cad8d73d578cd03c63b7987dc6a79b906aada091e1b6a13443f,Madrid,280,2000s
233,2025-02-27,8,46.96,tienda,Sevilla,41010,410,768b84ef05f655d57fe22d488451f075365f6cd18a13073466aa826cc0ebdbfb,Sevilla,410,1960s
234,2025-01-08,10,58.03,app,Murcia,30002,300,4c970004b0678d439f177e77d3cabdb7e9a44df770948ddc2467cbc76b7211c3,Murcia,300,1990s
235,2025-01-09,6,120.95,web,Bilbao,48003,480,7f0a22117f8fe0172cf9209ff622b64a51aaeda21d58b5b62685a93dbe2dad25,Bilbao,480,1960s
236,2025-01-12,4,138.84,web,Sevilla,41002,410,3fdba35f04dc8c462986c992bcf875546257113072a909c162f7e470e581e278,Sevilla,410,1980s
237,2025-01-17,3,100.6,app,Sevilla,41002,410,31489056e0916d59fe3add79e63f095af3ffb81604691f21cad442a85c7be617,Sevilla,410,1980s
238,2025-01-06,8,38.68,app,Valladolid,47010,470,a68b412c4282555f15546cf6e1fc42893b7e07f271557ceb021821098dd66c1b,Valladolid,470,1980s
239,2025-01-06,7,159.53,app,Bilbao,48001,480,2811745d7b8d8874f6e653d176cefdd19e05e920ce389b9b7e83e5b2dfa546c7,Bilbao,480,1980s
240,2025-02-09,7,285.18,app,Madrid,28012,280,9e6a72557ada15d02001f024f43f06edc4a31437e0e1bb3eeac36ca2d0c4fda7,Madrid,280,1980s
241,2025-01-03,6,231.64,app,Madrid,28001,280,1dfacb2ea5a03e0a915999e03b5a56196f1b1664d2f768d1b7eff60ac059789d,Madrid,280,1990s
242,2025-01-11,3,261.3,app,Bilbao,48001,480,a88a7902cb4ef697ba0b6759c50e8c10297ff58f942243de19b984841bfe1f73,Bilbao,480,1960s
243,2025-01-27,8,95.88,web,Valencia,46021,460,670671cd97404156226e507973f2ab8330d3022ca96e0c93bdbdb320c41adcaf,Valencia,460,1980s
244,2025-01-08,4,270.07,tienda,Valladolid,47010,470,6e4001871c0cf27c7634ef1dc478408f642410fd3a444e2a88e301f5c4a35a4d,Valladolid,470,2000s
245,2025-01-01,8,140.3,app,Valladolid,47010,470,38d66d9692ac590000a91b03a88da1c88d51fab2b78f63171f553ecc551a0c6f,Valladolid,470,1990s
246,2025-02-08,4,265.4,tienda,Sevilla,41010,410,4e07408562bedb8b60ce05c1decfe3ad16b72230967de01f640b7e4729b49fce,Sevilla,410,2000s
247,2025-01-30,2,125.99,app,Sevilla,41001,410,82c01ce15b431d420eb6a1febfba7d7a2b69e5bcdcb929cb42cd3e9179d43fc4,Sevilla,410,1990s
248,2025-01-16,5,265.24,app,Murcia,30002,300,4b227777d4dd1fc61c6f884f48641d02b4d121d3fd328cb08b5531fcacdabf8a,Murcia,300,1960s
249,2025-02-22,1,248.45,tienda,Madrid,28012,280,00328ce57bbc14b33bd6695bc8eb32cdf2fb5f3a7d89ec14a42825e15d39df60,Madrid,280,1970s
250,2025-01-04,1,197.72,tienda,Madrid,28003,280,f74efabef12ea619e30b79bddef89cffa9dda494761681ca862cff2871a85980,Madrid,280,1960s
251,2025-02-12,10,175.54,web,Bilbao,48001,480,4523540f1504cd17100c4835e85b7eefd49911580f8efff0599a8f283be6b9e3,Bilbao,480,1970s
252,2025-02-28,2,30.87,web,Valencia,46023,460,734d0759cdb4e0d0a35e4fd73749aee287e4fdcc8648b71a8d6ed591b7d4cb3f,Valencia,460,1980s
253,2025-01-11,10,203.27,app,Málaga,29004,290,8241649609f88ccd2a0a5b233a07a538ec313ff6adf695aa44a969dbca39f67d,Málaga,290,1970s
254,2025-02-20,8,170.84,app,Bilbao,48002,480,2cfc8ccbd7c0b17615323b41e815651ff2ae9ffae45a4599c0499b98ff940429,Bilbao,480,1960s
255,2025-01-24,2,279.79,web,Valencia,46001,460,4c15f47afe7f817fd559e12ddbc276f4930c5822f2049088d6f6605bec7cea56,Valencia,460,1960s
256,2025-01-24,2,269.77,web,Sevilla,41005,410,e0f05da93a0f5a86a3be5fc0e301606513c9f7e59dac2357348aa0f2f47db984,Sevilla,410,1980s
257,2025-01-05,3,91.39,tienda,Málaga,29004,290,27e1615212f3c6ea846ed6c412df1361ce97f006ee20bb5aa2483a3b61d5cadd,Málaga,290,1960s
258,2025-01-22,9,160.48,tienda,Zaragoza,50001,500,2c7d5490e6050836f8f2f0d496b1c8d6a38d4ffac2b898e6e77751bdcd20ebf5,Zaragoza,500,2000s
259,2025-02-09,10,22.16,app,Madrid,28011,280,9537f32ec7599e1ae953af6c9f929fe747ff9dadf79a9beff1f304c550173011,Madrid,280,2000s
260,2025-01-06,10,147.68,app,Málaga,29002,290,3635a91e3da857f7847f68185a116a5260d2593f3913f6b1b66cc2d75b0d6ec0,Málaga,290,1980s
261,2025-01-28,6,184.61,web,Málaga,29001,290,ec2e990b934dde55cb87300629cedfc21b15cd28bbcf77d8bbdc55359d7689da,Málaga,290,1970s
262,2025-02-06,6,298.53,tienda,Murcia,30002,300,d8d1790737d57ac4fe91a2c0a28087c0a97c81f5dc6b19d5e4aec20c08bb95ae,Murcia,300,1980s
263,2025-02-01,8,158.31,web,Sevilla,41002,410,af180e4359fc6179dc953abdcbdcaf7c146b53e1bee2b335e50dead11ccefa07,Sevilla,410,2000s
264,2025-02-26,5,184.77,tienda,Valladolid,47010,470,6e4001871c0cf27c7634ef1dc478408f642410fd3a444e2a88e301f5c4a35a4d,Valladolid,470,2000s
265,2025-01-08,2,12.08,app,Madrid,28001,280,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,Madrid,280,1990s
266,2025-02-21,7,186.52,web,Málaga,29010,290,3346f2bbf6c34bd2dbe28bd1bb657d0e9c37392a1d5ec9929e6a5df4763ddc2d,Málaga,290,1990s
267,2025-01-22,4,108.15,tienda,Zaragoza,50001,500,c2356069e9d1e79ca924378153cfbbfb4d4416b1f99d41a2940bfdb66c5319db,Zaragoza,500,1960s
268,2025-02-14,2,88.08,web,Málaga,29001,290,5ef6fdf32513aa7cd11f72beccf132b9224d33f271471fff402742887a171edf,Málaga,290,1990s
269,2025-02-02,1,167.25,tienda,Zaragoza,50001,500,1d0ebea552eb43d0b1e1561f6de8ae92e3de7f1abec52399244d1caed7dbdfa6,Zaragoza,500,2000s
270,2025-01-22,10,121.83,app,Zaragoza,50002,500,284de502c9847342318c17d474733ef468fbdbe252cddf6e4b4be0676706d9d0,Zaragoza,500,1960s
271,2025-02-23,6,56.81,web,Murcia,30001,300,e629fa6598d732768f7c726b4b621285f9c3b85303900aa912017db7617d8bdb,Murcia,300,1970s
272,2025-02-28,1,144.98,app,Bilbao,48002,480,37c20f19f3272b5ccc3a5d80587eb9deb3f4afcf568c4280fb195568da8eb1a2,Bilbao,480,2000s
273,2025-01-31,8,50.84,app,Zaragoza,50007,500,ff5a1ae012afa5d4c889c50ad427aaf545d31a4fac04ffc1c4d03d403ba4250a,Zaragoza,500,1980s
274,2025-01-30,7,236.28,app,Zaragoza,50002,500,68519a9eca55c68c72658a2a1716aac3788c289859d46d6f5c3f14760fa37c9e,Zaragoza,500,1990s
275,2025-02-23,10,158.72,app,Murcia,30002,300,35135aaa6cc23891b40cb3f378c53a17a1127210ce60e125ccf03efcfdaec458,Murcia,300,1980s
276,2025-02-05,4,163.09,app,Bilbao,48002,480,79d6eaa2676189eb927f2e16a70091474078e2117c3fc607d35cdc6b591ef355,Bilbao,480,1990s
277,2025-02-21,6,275.28,tienda,Valencia,46023,460,734d0759cdb4e0d0a35e4fd73749aee287e4fdcc8648b71a8d6ed591b7d4cb3f,Valencia,460,1980s
278,2025-01-18,6,253.02,web,Bilbao,48001,480,a88a7902cb4ef697ba0b6759c50e8c10297ff58f942243de19b984841bfe1f73,Bilbao,480,1960s
279,2025-02-23,10,53.96,web,Madrid,28011,280,718127812c05853f0bec61582a4a3840b1c844fe11fe1a004b5b7eb8b8b59846,Madrid,280,1980s
280,2025-02-08,5,39.47,app,Sevilla,41002,410,7b1a278f5abe8e9da907fc9c29dfd432d60dc76e17b0fabab659d2a508bc65c4,Sevilla,410,1990s
281,2025-02-15,7,14.33,tienda,Bilbao,48002,480,79d6eaa2676189eb927f2e16a70091474078e2117c3fc607d35cdc6b591ef355,Bilbao,480,1990s
282,2025-02-26,8,75.1,web,Murcia,30002,300,9556b82499cc0aaf86aee7f0d253e17c61b7ef73d48a295f37d98f08b04ffa7f,Murcia,300,1970s
283,2025-02-03,2,94.18,web,Murcia,30007,300,f6e0a1e2ac41945a9aa7ff8a8aaa0cebc12a3bcc981a929ad5cf810a090e11ae,Murcia,300,1990s
284,2025-02-19,2,64.62,web,Sevilla,41002,410,f5ca38f748a1d6eaf726b8a42fb575c3c71f1864a8143301782de13da2d9202b,Sevilla,410,1960s
285,2025-01-02,9,240.71,tienda,Valencia,46001,460,39bb88f40d3aa2b2fe9dea67be27c74765db0ebb3ff3cf8fb779af6319fa2045,Valencia,460,1990s
286,2025-01-22,9,277.47,web,Murcia,30001,300,29db0c6782dbd5000559ef4d9e953e300e2b479eed26d887ef3f92b921c06a67,Murcia,300,1980s
287,2025-01-10,2,232.0,app,Sevilla,41001,410,80c3cd40fa35f9088b8741bd8be6153de05f661cfeeb4625ffbf5f4a6c3c02c4,Sevilla,410,1960s
288,2025-01-14,8,218.75,web,Bilbao,48003,480,a21855da08cb102d1d217c53dc5824a3a795c1c1a44e971bf01ab9da3a2acbbf,Bilbao,480,1990s
289,2025-01-08,1,6.21,app,Málaga,29010,290,8b496bf96bbcc9e5ac11c068b6cfb00c32f9d163bb8a3d5af107217499de997a,Málaga,290,1990s
290,2025-01-22,1,142.73,tienda,Sevilla,41002,410,811786ad1ae74adfdd20dd0372abaaebc6246e343aebd01da0bfc4c02bf0106c,Sevilla,410,1970s
291,2025-02-19,5,199.4,tienda,Bilbao,48003,480,8acc23987b8960d83c44541f9f0eb46454cea080ea94d916f56fccf033db866f,Bilbao,480,1990s
292,2025-02-18,4,97.08,web,Valladolid,47002,470,a0f8b2c4cb1ac82abdb37f0fe5203b97be556c4468c83bba18684d620fd8eaf9,Valladolid,470,2000s
293,2025-01-13,9,89.54,web,Valencia,46023,460,454f63ac30c8322997ef025edff6abd23e0dbe7b8a3d5126a894e4a168c1b59b,Valencia,460,2000s
294,2025-02-12,3,39.71,tienda,Madrid,28003,280,8f1f64db81c40ea10e1e9080c9ae60a7acb8925968c431ee16784dea9841c66f,Madrid,280,2000s
295,2025-01-08,10,9.5,app,Zaragoza,50001,500,2c7d5490e6050836f8f2f0d496b1c8d6a38d4ffac2b898e6e77751bdcd20ebf5,Zaragoza,500,2000s
296,2025-01-07,6,65.94,app,Málaga,29010,290,bba58959c32abe688d9cb5222b97de973002a67c412d6a8c8d2a79ac692f32b7,Málaga,290,2000s
297,2025-01-18,5,46.76,app,Madrid,28001,280,3f9807cb9ae9fb6c30942af6139909d27753a5e03fe5a5c6e93b014f5b17366f,Madrid,280,1980s
298,2025-01-11,10,26.02,web,Madrid,28001,280,65a699905c02619370bcf9207f5a477c3d67130ca71ec6f750e07fe8d510b084,Madrid,280,1990s
299,2025-01-29,1,19.96,web,Sevilla,41005,410,27d719c754aacd492a6dc8a1b76619355abcf5ef473cbec02018d3c57ebbf0d5,Sevilla,410,1990s
300,2025-01-07,2,118.16,web,Málaga,29001,290,5f9c4ab08cac7457e9111a30e4664920607ea2c115a1433d7be98e97e64244ca,Málaga,290,1980s
301,2025-01-12,10,212.88,app,Murcia,30002,300,43974ed74066b207c30ffd0fed5146762e6c60745ac977004bc14507c7c42b50,Murcia,300,2000s
302,2025-02-09,6,109.91,tienda,Valencia,46001,460,08490295488a1189099751ebeddb5992313dd2a831e07a92e66d196ddc261777,Valencia,460,1990s
303,2025-01-06,8,292.24,app,Madrid,28011,280,718127812c05853f0bec61582a4a3840b1c844fe11fe1a004b5b7eb8b8b59846,Madrid,280,1980s
304,2025-01-06,8,244.79,tienda,Bilbao,48003,480,a21855da08cb102d1d217c53dc5824a3a795c1c1a44e971bf01ab9da3a2acbbf,Bilbao,480,1990s
305,2025-01-20,8,206.92,web,Sevilla,41010,410,114bd151f8fb0c58642d2170da4ae7d7c57977260ac2cc8905306cab6b2acabc,Sevilla,410,1970s
306,2025-01-15,10,47.4,web,Valladolid,47002,470,3038bfb575bee6a0e61945eff8784835bb2c720634e42734678c083994b7f018,Valladolid,470,1960s
307,2025-01-26,6,59.09,web,Málaga,29010,290,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,Málaga,290,1990s
308,2025-02-01,8,13.93,tienda,Murcia,30007,300,c0509a487a18b003ba05e505419ebb63e57a29158073e381f57160b5c5b86426,Murcia,300,1960s
309,2025-01-31,3,141.07,web,Valencia,46002,460,7b69759630f869f2723875f873935fed29d2d12b10ef763c1c33b8e0004cb405,Valencia,460,1990s
310,2025-02-08,9,174.53,tienda,Madrid,28003,280,3068430da9e4b7a674184035643d9e19af3dc7483e31cc03b35f75268401df77,Madrid,280,1970s
311,2025-02-22,2,215.71,web,Madrid,28003,280,8df66f64b57424391d363fd6b811fed3c430c77597da265025728bd637bad804,Madrid,280,2000s
312,2025-02-11,5,25.92,app,Sevilla,41005,410,a0d177b4967a6d99f4ff117defe1c0d23d4e78ca4630febcb948ee9e4520eff3,Sevilla,410,1990s
313,2025-01-26,4,179.21,app,Madrid,28002,280,f0bc318fb8965cad8d73d578cd03c63b7987dc6a79b906aada091e1b6a13443f,Madrid,280,2000s
314,2025-02-05,8,51.91,web,Málaga,29002,290,0f8ef3377b30fc47f96b48247f463a726a802f62f3faa03d56403751d2f66c67,Málaga,290,1980s
315,2025-01-22,10,66.43,web,Valladolid,47002,470,86e50149658661312a9e0b35558d84f6c6d3da797f552a9657fe0558ca40cdef,Valladolid,470,2000s
316,2025-02-06,9,237.26,app,Sevilla,41005,410,56f4da26ed956730309fa1488611ee0f13b0ac95ebb1bc9b5d210e31ff70e79c,Sevilla,410,1970s
317,2025-01-12,2,200.47,app,Valencia,46002,460,89aa1e580023722db67646e8149eb246c748e180e34a1cf679ab0b41a416d904,Valencia,460,1960s
318,2025-02-23,10,148.56,app,Bilbao,48002,480,2cfc8ccbd7c0b17615323b41e815651ff2ae9ffae45a4599c0499b98ff940429,Bilbao,480,1960s
319,2025-01-21,8,168.75,tienda,Zaragoza,50002,500,8ae4c23b80d1e7c8ff79e515fe791ebd68190bae842dda7af193db125f700452,Zaragoza,500,1960s
320,2025-01-26,2,25.53,app,Murcia,30007,300,7ed8f0f3b707956d9fb1e889e11153e0aa0a854983081d262fbe5eede32da7ca,Murcia,300,1980s
321,2025-01-21,1,150.82,tienda,Madrid,28001,280,1dfacb2ea5a03e0a915999e03b5a56196f1b1664d2f768d1b7eff60ac059789d,Madrid,280,1990s
322,2025-02-22,10,45.98,app,Bilbao,48002,480,b1556dea32e9d0cdbfed038fd7787275775ea40939c146a64e205bcb349ad02f,Bilbao,480,1970s
323,2025-02-18,3,48.28,web,Madrid,28001,280,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,Madrid,280,1990s
324,2025-01-19,10,120.04,web,Madrid,28003,280,303c8bd55875dda240897db158acf70afe4226f300757f3518b86e6817c00022,Madrid,280,1970s
325,2025-01-14,6,206.05,web,Valladolid,47001,470,16dc368a89b428b2485484313ba67a3912ca03f2b2b42429174a4f8b3dc84e44,Valladolid,470,1980s
326,2025-02-20,5,274.4,web,Valladolid,47002,470,6db6eb4af1e18ab81d3878e44672185d60ca8c988c9e2f7783de220735534c33,Valladolid,470,1970s
327,2025-01-06,10,176.9,app,Valladolid,47002,470,8cd2510271575d8430c05368315a87b9c4784c7389a47496080c1e615a2a00b6,Valladolid,470,1970s
328,2025-02-24,5,42.63,tienda,Zaragoza,50001,500,968076be2e38cf897d4d6cea3faca9c037e1a4e3b4b7744fb2533e07751bd30a,Zaragoza,500,1960s
329,2025-02-27,1,166.92,tienda,Valladolid,47001,470,2397346b45823e070f6fc72ac94c0a999d234c472479f0e26b30cdf5942db854,Valladolid,470,1990s
330,2025-02-22,2,293.72,web,Sevilla,41005,410,d7cdaa5ca0582076c8e772cce739e32c5077cfd24f2ea33f04bb754594989a56,Sevilla,410,1980s
331,2025-01-16,10,132.36,web,Valladolid,47001,470,b17ef6d19c7a5b1ee83b907c595526dcb1eb06db8227d650d5dda0a9f4ce8cd9,Valladolid,470,2000s
332,2025-02-15,7,117.92,web,Madrid,28001,280,3d3286f7cd19074f04e514b0c6c237e757513fb32820698b790e1dec801d947a,Madrid,280,2000s
333,2025-01-14,8,200.43,tienda,Bilbao,48003,480,7f0a22117f8fe0172cf9209ff622b64a51aaeda21d58b5b62685a93dbe2dad25,Bilbao,480,1960s
334,2025-02-05,6,118.46,web,Zaragoza,50001,500,d6d824abba4afde81129c71dea75b8100e96338da5f416d2f69088f1960cb091,Zaragoza,500,1960s
335,2025-01-19,3,299.25,tienda,Madrid,28012,280,98a3ab7c340e8a033e7b37b6ef9428751581760af67bbab2b9e05d4964a8874a,Madrid,280,1970s
