id,nombre,altura,peso,experiencia_base,es_predeterminado,tipos,habilidades,hp,ataque,defensa,ataque_especial,defensa_especial,velocidad,stat_total,url_sprite,url_imagen_oficial,proporcion_peso_altura,stats_equilibrados,es_dual_tipo,cantidad_habilidades,generacion
355,Duskull,0.8,15.0,59.0,True,Ghost,"Levitate,Frisk",20,40,90,30,90,25,295,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/355.png,16.666666666666668,50.0,0,2,Gen III
356,Dusclops,1.6,30.6,159.0,True,Ghost,"Pressure,Frisk",40,70,130,60,130,25,455,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/356.png,18.0,80.0,0,2,Gen III
357,Tropius,2.0,100.0,161.0,True,"Grass,Flying","Chlorophyll,Solar-power,Harvest",99,68,83,72,87,51,460,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/357.png,47.61904761904762,83.33333333333333,1,3,Gen III
358,Chimecho,0.6,1.0,159.0,True,Psychic,Levitate,75,50,80,95,90,65,455,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/358.png,1.4285714285714286,68.33333333333333,0,1,Gen III
359,Absol,1.2,47.0,163.0,True,Dark,"Pressure,Super-luck,Justified",65,130,60,75,60,75,465,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/359.png,36.15384615384615,85.0,0,3,Gen III
360,Wynaut,0.6,14.0,52.0,True,Psychic,"Shadow-tag,Telepathy",95,23,48,23,48,23,260,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/360.png,20.0,55.333333333333336,0,2,Gen III
361,Snorunt,0.7,16.8,60.0,True,Ice,"Inner-focus,Ice-body,Moody",50,50,50,50,50,50,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/361.png,21.000000000000004,50.0,0,3,Gen III
362,Glalie,1.5,256.5,168.0,True,Ice,"Inner-focus,Ice-body,Moody",80,80,80,80,80,80,480,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/362.png,160.3125,80.0,0,3,Gen III
363,Spheal,0.8,39.5,58.0,True,"Ice,Water","Thick-fat,Ice-body,Oblivious",70,40,50,55,50,25,290,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/363.png,43.888888888888886,53.333333333333336,1,3,Gen III
364,Sealeo,1.1,87.6,144.0,True,"Ice,Water","Thick-fat,Ice-body,Oblivious",90,60,70,75,70,45,410,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/364.png,72.99999999999999,73.33333333333333,1,3,Gen III
365,Walrein,1.4,150.6,239.0,True,"Ice,Water","Thick-fat,Ice-body,Oblivious",110,80,90,95,90,65,530,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/365.png,100.39999999999999,93.33333333333333,1,3,Gen III
366,Clamperl,0.4,52.5,69.0,True,Water,"Shell-armor,Rattled",35,64,85,74,55,32,345,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/366.png,105.0,61.333333333333336,0,2,Gen III
367,Huntail,1.7,27.0,170.0,True,Water,"Swift-swim,Water-veil",55,104,105,94,75,52,485,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/367.png,15.0,88.0,0,2,Gen III
368,Gorebyss,1.8,22.6,170.0,True,Water,"Swift-swim,Hydration",55,84,105,114,75,52,485,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/368.png,11.894736842105264,81.33333333333333,0,2,Gen III
369,Relicanth,1.0,23.4,170.0,True,"Water,Rock","Swift-swim,Rock-head,Sturdy",100,90,130,45,65,55,485,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/369.png,21.27272727272727,106.66666666666667,1,3,Gen III
370,Luvdisc,0.6,8.7,116.0,True,Water,"Swift-swim,Hydration",43,30,55,40,65,97,330,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/370.png,12.428571428571429,42.666666666666664,0,2,Gen III
371,Bagon,0.6,42.1,60.0,True,Dragon,"Rock-head,Sheer-force",45,75,60,40,30,50,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/371.png,60.142857142857146,60.0,0,2,Gen III
372,Shelgon,1.1,110.5,147.0,True,Dragon,"Rock-head,Overcoat",65,95,100,60,50,50,420,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/372.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/372.png,92.08333333333331,86.66666666666667,0,2,Gen III
373,Salamence,1.5,102.6,270.0,True,"Dragon,Flying","Intimidate,Moxie",95,135,80,110,80,100,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/373.png,64.12499999999999,103.33333333333333,1,2,Gen III
374,Beldum,0.6,95.2,60.0,True,"Steel,Psychic","Clear-body,Light-metal",40,55,80,35,60,30,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/374.png,136.0,58.333333333333336,1,2,Gen III
375,Metang,1.2,202.5,147.0,True,"Steel,Psychic","Clear-body,Light-metal",60,75,100,55,80,50,420,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/375.png,155.76923076923077,78.33333333333333,1,2,Gen III
376,Metagross,1.6,550.0,270.0,True,"Steel,Psychic","Clear-body,Light-metal",80,135,130,95,90,70,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/376.png,323.52941176470586,115.0,1,2,Gen III
377,Regirock,1.7,230.0,261.0,True,Rock,"Clear-body,Sturdy",80,100,200,50,100,50,580,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/377.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/377.png,127.77777777777777,126.66666666666667,0,2,Gen III
378,Regice,1.8,175.0,261.0,True,Ice,"Clear-body,Ice-body",80,50,100,100,200,50,580,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/378.png,92.10526315789473,76.66666666666667,0,2,Gen III
379,Registeel,1.9,205.0,261.0,True,Steel,"Clear-body,Light-metal",80,75,150,75,150,50,580,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/379.png,102.5,101.66666666666667,0,2,Gen III
380,Latias,1.4,40.0,270.0,True,"Dragon,Psychic",Levitate,80,80,90,110,130,110,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/380.png,26.666666666666668,83.33333333333333,1,1,Gen III
381,Latios,2.0,60.0,270.0,True,"Dragon,Psychic",Levitate,80,90,80,130,110,110,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/381.png,28.57142857142857,83.33333333333333,1,1,Gen III
382,Kyogre,4.5,352.0,302.0,True,Water,Drizzle,100,100,90,150,140,90,670,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/382.png,76.5217391304348,96.66666666666667,0,1,Gen III
383,Groudon,3.5,950.0,302.0,True,Ground,Drought,100,150,140,100,90,90,670,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/383.png,263.88888888888886,130.0,0,1,Gen III
384,Rayquaza,7.0,206.5,306.0,True,"Dragon,Flying",Air-lock,105,150,90,150,90,95,680,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/384.png,29.084507042253524,115.0,1,1,Gen III
385,Jirachi,0.3,1.1,270.0,True,"Steel,Psychic",Serene-grace,100,100,100,100,100,100,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/385.png,2.75,100.0,1,1,Gen III
386,Deoxys-normal,1.7,60.8,270.0,True,Psychic,Pressure,50,150,50,150,50,150,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/386.png,33.77777777777778,83.33333333333333,0,1,Gen III
387,Turtwig,0.4,10.2,64.0,True,Grass,"Overgrow,Shell-armor",55,68,64,45,55,31,318,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/387.png,20.4,62.333333333333336,0,2,Gen IV
388,Grotle,1.1,97.0,142.0,True,Grass,"Overgrow,Shell-armor",75,89,85,55,65,36,405,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/388.png,80.83333333333331,83.0,0,2,Gen IV
389,Torterra,2.2,310.0,236.0,True,"Grass,Ground","Overgrow,Shell-armor",95,109,105,75,85,56,525,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/389.png,134.78260869565216,103.0,1,2,Gen IV
390,Chimchar,0.5,6.2,62.0,True,Fire,"Blaze,Iron-fist",44,58,44,58,44,61,309,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/390.png,10.333333333333334,48.666666666666664,0,2,Gen IV
391,Monferno,0.9,22.0,142.0,True,"Fire,Fighting","Blaze,Iron-fist",64,78,52,78,52,81,405,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/391.png,22.0,64.66666666666667,1,2,Gen IV
392,Infernape,1.2,55.0,240.0,True,"Fire,Fighting","Blaze,Iron-fist",76,104,71,104,71,108,534,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/392.png,42.30769230769231,83.66666666666667,1,2,Gen IV
393,Piplup,0.4,5.2,63.0,True,Water,"Torrent,Competitive",53,51,53,61,56,40,314,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/393.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/393.png,10.4,52.333333333333336,0,2,Gen IV
394,Prinplup,0.8,23.0,142.0,True,Water,"Torrent,Competitive",64,66,68,81,76,50,405,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/394.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/394.png,25.555555555555554,66.0,0,2,Gen IV
395,Empoleon,1.7,84.5,239.0,True,"Water,Steel","Torrent,Competitive",84,86,88,111,101,60,530,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/395.png,46.94444444444444,86.0,1,2,Gen IV
396,Starly,0.3,2.0,49.0,True,"Normal,Flying","Keen-eye,Reckless",40,55,30,30,30,60,245,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/396.png,5.0,41.666666666666664,1,2,Gen IV
397,Staravia,0.6,15.5,119.0,True,"Normal,Flying","Intimidate,Reckless",55,75,50,40,40,80,340,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/397.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/397.png,22.142857142857146,60.0,1,2,Gen IV
398,Staraptor,1.2,24.9,218.0,True,"Normal,Flying","Intimidate,Reckless",85,120,70,50,60,100,485,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/398.png,19.153846153846153,91.66666666666667,1,2,Gen IV
399,Bidoof,0.5,20.0,50.0,True,Normal,"Simple,Unaware,Moody",59,45,40,35,40,31,250,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/399.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/399.png,33.333333333333336,48.0,0,3,Gen IV
400,Bibarel,1.0,31.5,144.0,True,"Normal,Water","Simple,Unaware,Moody",79,85,60,55,60,71,410,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/400.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/400.png,28.636363636363633,74.66666666666667,1,3,Gen IV
401,Kricketot,0.3,2.2,39.0,True,Bug,"Shed-skin,Run-away",37,25,41,25,41,25,194,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/401.png,5.5,34.333333333333336,0,2,Gen IV
402,Kricketune,1.0,25.5,134.0,True,Bug,"Swarm,Technician",77,85,51,55,51,65,384,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/402.png,23.18181818181818,71.0,0,2,Gen IV
403,Shinx,0.5,9.5,53.0,True,Electric,"Rivalry,Intimidate,Guts",45,65,34,40,34,45,263,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/403.png,15.833333333333334,48.0,0,3,Gen IV
404,Luxio,0.9,30.5,127.0,True,Electric,"Rivalry,Intimidate,Guts",60,85,49,60,49,60,363,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/404.png,30.5,64.66666666666667,0,3,Gen IV
405,Luxray,1.4,42.0,235.0,True,Electric,"Rivalry,Intimidate,Guts",80,120,79,95,79,70,523,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/405.png,28.0,93.0,0,3,Gen IV
406,Budew,0.2,1.2,56.0,True,"Grass,Poison","Natural-cure,Poison-point,Leaf-guard",40,30,35,50,70,55,280,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/406.png,3.999999999999999,35.0,1,3,Gen IV
407,Roserade,0.9,14.5,232.0,True,"Grass,Poison","Natural-cure,Poison-point,Technician",60,70,65,125,105,90,515,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/407.png,14.5,65.0,1,3,Gen IV
408,Cranidos,0.9,31.5,70.0,True,Rock,"Mold-breaker,Sheer-force",67,125,40,30,30,58,350,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/408.png,31.5,77.33333333333333,0,2,Gen IV
409,Rampardos,1.6,102.5,173.0,True,Rock,"Mold-breaker,Sheer-force",97,165,60,65,50,58,495,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/409.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/409.png,60.29411764705882,107.33333333333333,0,2,Gen IV
410,Shieldon,0.5,57.0,70.0,True,"Rock,Steel","Sturdy,Soundproof",30,42,118,42,88,30,350,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/410.png,95.0,63.333333333333336,1,2,Gen IV
411,Bastiodon,1.3,149.5,173.0,True,"Rock,Steel","Sturdy,Soundproof",60,52,168,47,138,30,495,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/411.png,106.78571428571428,93.33333333333333,1,2,Gen IV
412,Burmy,0.2,3.4,45.0,True,Bug,"Shed-skin,Overcoat",40,29,45,29,45,36,224,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/412.png,11.333333333333332,38.0,0,2,Gen IV
413,Wormadam-plant,0.5,6.5,148.0,True,"Bug,Grass","Anticipation,Overcoat",60,59,85,79,105,36,424,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/413.png,10.833333333333334,68.0,1,2,Gen IV
414,Mothim,0.9,23.3,148.0,True,"Bug,Flying","Swarm,Tinted-lens",70,94,50,94,50,66,424,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/414.png,23.3,71.33333333333333,1,2,Gen IV
415,Combee,0.3,5.5,49.0,True,"Bug,Flying","Honey-gather,Hustle",30,30,42,30,42,70,244,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/415.png,13.75,34.0,1,2,Gen IV
416,Vespiquen,1.2,38.5,166.0,True,"Bug,Flying","Pressure,Unnerve",70,80,102,80,102,40,474,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/416.png,29.615384615384613,84.0,1,2,Gen IV
417,Pachirisu,0.4,3.9,142.0,True,Electric,"Run-away,Pickup,Volt-absorb",60,45,70,45,90,95,405,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/417.png,7.8,58.333333333333336,0,3,Gen IV
418,Buizel,0.7,29.5,66.0,True,Water,"Swift-swim,Water-veil",55,65,35,60,30,85,330,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/418.png,36.875,51.666666666666664,0,2,Gen IV
419,Floatzel,1.1,33.5,173.0,True,Water,"Swift-swim,Water-veil",85,105,55,85,50,115,495,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/419.png,27.916666666666664,81.66666666666667,0,2,Gen IV
420,Cherubi,0.4,3.3,55.0,True,Grass,Chlorophyll,45,35,45,62,53,35,275,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/420.png,6.6,41.666666666666664,0,1,Gen IV
421,Cherrim,0.5,9.3,158.0,True,Grass,Flower-gift,70,60,70,87,78,85,450,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/421.png,15.500000000000002,66.66666666666667,0,1,Gen IV
422,Shellos,0.3,6.3,65.0,True,Water,"Sticky-hold,Storm-drain,Sand-force",76,48,48,57,62,34,325,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/422.png,15.749999999999998,57.333333333333336,0,3,Gen IV
423,Gastrodon,0.9,29.9,166.0,True,"Water,Ground","Sticky-hold,Storm-drain,Sand-force",111,83,68,92,82,39,475,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/423.png,29.9,87.33333333333333,1,3,Gen IV
424,Ambipom,1.2,20.3,169.0,True,Normal,"Technician,Pickup,Skill-link",75,100,66,60,66,115,482,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/424.png,15.615384615384615,80.33333333333333,0,3,Gen IV
425,Drifloon,0.4,1.2,70.0,True,"Ghost,Flying","Aftermath,Unburden,Flare-boost",90,50,34,60,44,70,348,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/425.png,2.4,58.0,1,3,Gen IV
426,Drifblim,1.2,15.0,174.0,True,"Ghost,Flying","Aftermath,Unburden,Flare-boost",150,80,44,90,54,80,498,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/426.png,11.538461538461538,91.33333333333333,1,3,Gen IV
427,Buneary,0.4,5.5,70.0,True,Normal,"Run-away,Klutz,Limber",55,66,44,44,56,85,350,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/427.png,11.0,55.0,0,3,Gen IV
428,Lopunny,1.2,33.3,168.0,True,Normal,"Cute-charm,Klutz,Limber",65,76,84,54,96,105,480,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/428.png,25.615384615384613,75.0,0,3,Gen IV
429,Mismagius,0.9,4.4,173.0,True,Ghost,Levitate,60,60,60,105,105,105,495,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/429.png,4.4,60.0,0,1,Gen IV
430,Honchkrow,0.9,27.3,177.0,True,"Dark,Flying","Insomnia,Super-luck,Moxie",100,125,52,105,52,71,505,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/430.png,27.3,92.33333333333333,1,3,Gen IV
431,Glameow,0.5,3.9,62.0,True,Normal,"Limber,Own-tempo,Keen-eye",49,55,42,42,37,85,310,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/431.png,6.5,48.666666666666664,0,3,Gen IV
432,Purugly,1.0,43.8,158.0,True,Normal,"Thick-fat,Own-tempo,Defiant",71,82,64,64,59,112,452,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/432.png,39.81818181818181,72.33333333333333,0,3,Gen IV
433,Chingling,0.2,0.6,57.0,True,Psychic,Levitate,45,30,50,65,50,45,285,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/433.png,1.9999999999999996,41.666666666666664,0,1,Gen IV
434,Stunky,0.4,19.2,66.0,True,"Poison,Dark","Stench,Aftermath,Keen-eye",63,63,47,41,41,74,329,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/434.png,38.4,57.666666666666664,1,3,Gen IV
435,Skuntank,1.0,38.0,168.0,True,"Poison,Dark","Stench,Aftermath,Keen-eye",103,93,67,71,61,84,479,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/435.png,34.54545454545454,87.66666666666667,1,3,Gen IV
436,Bronzor,0.5,60.5,60.0,True,"Steel,Psychic","Levitate,Heatproof,Heavy-metal",57,24,86,24,86,23,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/436.png,100.83333333333334,55.666666666666664,1,3,Gen IV
437,Bronzong,1.3,187.0,175.0,True,"Steel,Psychic","Levitate,Heatproof,Heavy-metal",67,89,116,79,116,33,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/437.png,133.57142857142856,90.66666666666667,1,3,Gen IV
